Date,Price,Open,High,Low,Vol.,Change %,Name
2-May-22,"38,514.00","38,472.00","39,134.00","38,061.00",580.79M,0.14%,Bitcoin
1-May-22,"38,461.00","37,642.00","38,676.00","37,397.00",276.99M,2.15%,Bitcoin
30-Apr-22,"37,650.00","38,590.00","38,776.00","37,596.00",248.22M,-2.41%,Bitcoin
29-Apr-22,"38,581.00","39,748.00","39,919.00","38,175.00",382.90M,-2.94%,Bitcoin
28-Apr-22,"39,748.00","39,243.00","40,382.00","38,888.00",542.39M,1.29%,Bitcoin
27-Apr-22,"39,243.00","38,113.00","39,447.00","37,869.00",426.83M,2.96%,Bitcoin
26-Apr-22,"38,113.00","40,443.00","40,770.00","37,708.00",681.47M,-5.72%,Bitcoin
25-Apr-22,"40,427.00","39,464.00","40,599.00","38,233.00",654.60M,2.44%,Bitcoin
24-Apr-22,"39,464.00","39,434.00","39,929.00","39,033.00",283.63M,0.12%,Bitcoin
23-Apr-22,"39,418.00","39,709.00","39,973.00","39,291.00",190.60M,-0.73%,Bitcoin
22-Apr-22,"39,709.00","40,487.00","40,792.00","39,200.00",421.30M,-1.91%,Bitcoin
21-Apr-22,"40,482.00","41,370.00","42,969.00","39,793.00",493.05M,-2.14%,Bitcoin
20-Apr-22,"41,368.00","41,499.00","42,203.00","40,915.00",382.84M,-0.33%,Bitcoin
19-Apr-22,"41,503.00","40,809.00","41,746.00","40,585.00",268.28M,1.72%,Bitcoin
18-Apr-22,"40,803.00","39,700.00","41,095.00","38,577.00",484.26M,2.77%,Bitcoin
17-Apr-22,"39,703.00","40,382.00","40,599.00","39,561.00",210.01M,-1.68%,Bitcoin
16-Apr-22,"40,382.00","40,571.00","40,691.00","40,003.00",151.31M,-0.44%,Bitcoin
15-Apr-22,"40,560.00","39,936.00","40,850.00","39,781.00",233.09M,1.56%,Bitcoin
14-Apr-22,"39,936.00","41,133.00","41,494.00","39,585.00",294.29M,-2.91%,Bitcoin
13-Apr-22,"41,133.00","40,072.00","41,515.00","39,581.00",406.70M,2.63%,Bitcoin
12-Apr-22,"40,078.00","39,507.00","40,678.00","39,265.00",468.27M,1.47%,Bitcoin
11-Apr-22,"39,497.00","42,144.00","42,418.00","39,202.00",608.38M,-6.27%,Bitcoin
10-Apr-22,"42,138.00","42,760.00","43,421.00","41,884.00",255.83M,-1.47%,Bitcoin
9-Apr-22,"42,767.00","42,275.00","42,809.00","42,129.00",165.16M,1.16%,Bitcoin
8-Apr-22,"42,275.00","43,450.00","43,979.00","42,113.00",467.83M,-2.70%,Bitcoin
7-Apr-22,"43,448.00","43,166.00","43,893.00","42,747.00",390.85M,0.64%,Bitcoin
6-Apr-22,"43,173.00","45,494.00","45,519.00","43,122.00",649.52M,-5.13%,Bitcoin
5-Apr-22,"45,506.00","46,614.00","47,201.00","45,388.00",421.11M,-2.41%,Bitcoin
4-Apr-22,"46,629.00","46,407.00","46,899.00","45,152.00",446.12M,0.48%,Bitcoin
3-Apr-22,"46,407.00","45,813.00","47,435.00","45,554.00",398.86M,1.30%,Bitcoin
2-Apr-22,"45,811.00","46,299.00","47,212.00","45,641.00",345.93M,-1.05%,Bitcoin
1-Apr-22,"46,297.00","45,529.00","46,728.00","44,261.00",632.93M,1.70%,Bitcoin
31-Mar-22,"45,525.00","47,071.00","47,624.00","45,228.00",520.00M,-3.29%,Bitcoin
30-Mar-22,"47,075.00","47,449.00","47,714.00","46,601.00",467.76M,-0.79%,Bitcoin
29-Mar-22,"47,449.00","47,126.00","48,127.00","47,029.00",478.82M,0.73%,Bitcoin
28-Mar-22,"47,105.00","46,859.00","48,199.00","46,672.00",610.27M,0.52%,Bitcoin
27-Mar-22,"46,859.00","44,542.00","46,947.00","44,445.00",388.79M,5.19%,Bitcoin
26-Mar-22,"44,548.00","44,331.00","44,818.00","44,090.00",196.30M,0.49%,Bitcoin
25-Mar-22,"44,331.00","44,013.00","45,112.00","43,622.00",494.09M,0.72%,Bitcoin
24-Mar-22,"44,013.00","42,911.00","44,251.00","42,658.00",491.66M,2.57%,Bitcoin
23-Mar-22,"42,912.00","42,373.00","43,027.00","41,795.00",433.96M,1.27%,Bitcoin
22-Mar-22,"42,373.00","41,022.00","43,327.90","40,893.00",537.06M,3.29%,Bitcoin
21-Mar-22,"41,022.00","41,282.00","41,532.00","40,530.00",406.62M,-0.62%,Bitcoin
20-Mar-22,"41,276.00","42,241.00","42,301.00","40,922.00",308.45M,-2.27%,Bitcoin
19-Mar-22,"42,233.00","41,768.00","42,386.00","41,529.60",224.59M,1.11%,Bitcoin
18-Mar-22,"41,767.80","40,914.60","42,308.40","40,234.80",2.31B,2.08%,Bitcoin
17-Mar-22,"40,914.80","41,118.70","41,406.00","40,557.80",1.90B,-0.50%,Bitcoin
16-Mar-22,"41,118.70","39,282.50","41,701.60","38,953.20",4.47B,4.67%,Bitcoin
15-Mar-22,"39,285.70","39,673.00","39,854.70","38,220.90",2.25B,-0.97%,Bitcoin
14-Mar-22,"39,671.10","37,789.50","39,914.30","37,613.60",2.33B,4.97%,Bitcoin
13-Mar-22,"37,792.40","38,813.20","39,272.30","37,603.40",1.55B,-2.63%,Bitcoin
12-Mar-22,"38,814.30","38,730.20","39,355.30","38,666.50",1.11B,0.22%,Bitcoin
11-Mar-22,"38,730.20","39,422.50","40,177.00","38,236.40",2.79B,-1.74%,Bitcoin
10-Mar-22,"39,416.30","41,933.90","42,029.10","38,603.50",3.62B,-5.99%,Bitcoin
9-Mar-22,"41,929.00","38,731.50","42,538.50","38,663.30",3.60B,8.22%,Bitcoin
8-Mar-22,"38,744.80","38,020.60","39,351.50","37,886.60",2.67B,1.89%,Bitcoin
7-Mar-22,"38,024.80","38,420.60","39,532.00","37,182.10",3.02B,-0.99%,Bitcoin
6-Mar-22,"38,403.10","39,396.30","39,668.10","38,115.00",1.93B,-2.52%,Bitcoin
5-Mar-22,"39,395.80","39,142.80","39,600.20","38,626.10",1.50B,0.65%,Bitcoin
4-Mar-22,"39,142.70","42,463.00","42,848.70","38,594.90",3.21B,-7.82%,Bitcoin
3-Mar-22,"42,463.00","43,912.80","44,077.20","41,840.80",74.11K,-3.30%,Bitcoin
2-Mar-22,"43,912.80","44,420.30","45,294.20","43,361.30",80.82K,-1.14%,Bitcoin
1-Mar-22,"44,420.30","43,187.20","44,900.50","42,876.60",90.67K,2.85%,Bitcoin
28-Feb-22,"43,188.20","37,707.20","43,977.80","37,458.90",108.07K,14.59%,Bitcoin
27-Feb-22,"37,689.10","39,116.60","39,838.50","37,062.30",66.14K,-3.65%,Bitcoin
26-Feb-22,"39,115.50","39,221.60","40,094.50","38,639.10",41.55K,-0.24%,Bitcoin
25-Feb-22,"39,209.60","38,339.20","39,683.70","38,042.60",83.78K,2.27%,Bitcoin
24-Feb-22,"38,339.20","37,250.20","39,351.60","34,357.40",180.47K,2.99%,Bitcoin
23-Feb-22,"37,224.60","38,248.20","39,194.50","37,099.50",64.84K,-2.68%,Bitcoin
22-Feb-22,"38,248.20","37,018.30","38,414.90","36,399.60",82.75K,3.32%,Bitcoin
21-Feb-22,"37,017.70","38,355.00","39,444.10","36,868.90",91.82K,-3.49%,Bitcoin
20-Feb-22,"38,355.00","40,089.60","40,120.30","38,042.20",47.92K,-4.33%,Bitcoin
19-Feb-22,"40,090.30","40,000.10","40,434.30","39,666.60",25.78K,0.23%,Bitcoin
18-Feb-22,"40,000.10","40,532.50","40,935.50","39,505.00",64.96K,-1.36%,Bitcoin
17-Feb-22,"40,552.80","43,885.50","44,167.10","40,103.80",72.63K,-7.59%,Bitcoin
16-Feb-22,"43,883.60","44,540.90","44,552.90","43,377.60",41.40K,-1.48%,Bitcoin
15-Feb-22,"44,544.40","42,550.30","44,722.60","42,460.10",56.34K,4.69%,Bitcoin
14-Feb-22,"42,550.30","42,061.10","42,799.70","41,591.30",53.60K,1.16%,Bitcoin
13-Feb-22,"42,061.10","42,205.50","42,725.10","41,880.10",25.88K,-0.34%,Bitcoin
12-Feb-22,"42,205.20","42,388.40","43,006.40","41,776.80",37.88K,-0.43%,Bitcoin
11-Feb-22,"42,388.40","43,519.30","43,915.10","42,023.40",69.95K,-2.60%,Bitcoin
10-Feb-22,"43,521.00","44,388.90","45,755.20","43,242.50",89.69K,-1.96%,Bitcoin
9-Feb-22,"44,388.90","44,038.20","44,800.40","43,163.00",50.92K,0.80%,Bitcoin
8-Feb-22,"44,038.20","43,833.90","45,399.80","42,705.00",92.88K,0.47%,Bitcoin
7-Feb-22,"43,833.90","42,385.20","44,468.30","41,695.40",76.60K,3.40%,Bitcoin
6-Feb-22,"42,392.20","41,411.90","42,614.80","41,176.30",31.20K,2.37%,Bitcoin
5-Feb-22,"41,412.10","41,566.50","41,899.80","40,963.30",46.32K,-0.37%,Bitcoin
4-Feb-22,"41,567.60","37,287.80","41,689.00","37,041.10",95.49K,11.48%,Bitcoin
3-Feb-22,"37,287.80","36,890.20","37,304.30","36,297.30",50.35K,1.08%,Bitcoin
2-Feb-22,"36,890.20","38,711.20","38,853.80","36,682.30",53.74K,-4.70%,Bitcoin
1-Feb-22,"38,709.70","38,475.60","39,230.00","38,037.90",55.20K,0.55%,Bitcoin
31-Jan-22,"38,498.60","37,923.80","38,701.40","36,672.80",61.27K,1.53%,Bitcoin
30-Jan-22,"37,917.70","38,167.50","38,313.30","37,390.60",34.10K,-0.66%,Bitcoin
29-Jan-22,"38,170.80","37,736.50","38,663.70","37,350.20",42.77K,1.13%,Bitcoin
28-Jan-22,"37,745.10","37,195.60","37,995.90","36,176.50",69.45K,1.56%,Bitcoin
27-Jan-22,"37,164.30","36,800.10","37,215.40","35,543.20",83.52K,0.99%,Bitcoin
26-Jan-22,"36,800.40","36,962.30","38,862.60","36,280.00",107.87K,-0.41%,Bitcoin
25-Jan-22,"36,950.60","36,691.30","37,501.80","35,729.30",79.68K,0.72%,Bitcoin
24-Jan-22,"36,686.30","36,268.60","37,424.00","32,985.60",153.77K,1.15%,Bitcoin
23-Jan-22,"36,269.50","35,072.90","36,513.00","34,655.20",70.43K,3.40%,Bitcoin
22-Jan-22,"35,075.20","36,467.70","36,749.80","34,116.00",138.09K,-3.84%,Bitcoin
21-Jan-22,"36,475.50","40,698.10","41,104.60","35,503.90",155.80K,-10.41%,Bitcoin
20-Jan-22,"40,715.90","41,683.60","43,487.10","40,568.30",65.28K,-2.31%,Bitcoin
19-Jan-22,"41,677.80","42,365.30","42,558.00","41,160.90",53.77K,-1.62%,Bitcoin
18-Jan-22,"42,364.60","42,209.90","42,674.20","41,300.70",47.32K,0.37%,Bitcoin
17-Jan-22,"42,209.30","43,080.50","43,179.60","41,559.40",41.44K,-2.02%,Bitcoin
16-Jan-22,"43,079.10","43,079.20","43,462.00","42,643.30",28.66K,-0.04%,Bitcoin
15-Jan-22,"43,097.00","43,073.60","43,777.90","42,586.10",31.44K,0.06%,Bitcoin
14-Jan-22,"43,073.30","42,562.20","43,435.10","41,848.70",50.50K,1.21%,Bitcoin
13-Jan-22,"42,560.00","43,900.00","44,404.70","42,337.50",53.42K,-3.05%,Bitcoin
12-Jan-22,"43,901.00","42,735.00","44,243.60","42,476.70",53.95K,2.73%,Bitcoin
11-Jan-22,"42,733.20","41,829.10","43,090.20","41,287.60",61.78K,2.15%,Bitcoin
10-Jan-22,"41,832.20","41,848.90","42,243.80","39,697.00",85.50K,-0.04%,Bitcoin
9-Jan-22,"41,848.30","41,681.20","42,764.40","41,260.90",37.51K,0.42%,Bitcoin
8-Jan-22,"41,672.00","41,551.30","42,304.40","40,574.30",52.54K,0.30%,Bitcoin
7-Jan-22,"41,546.70","43,097.90","43,127.70","40,810.00",88.36K,-3.60%,Bitcoin
6-Jan-22,"43,097.50","43,431.60","43,772.30","42,481.10",63.08K,-0.76%,Bitcoin
5-Jan-22,"43,425.90","45,833.10","47,019.40","42,535.10",83.74K,-5.26%,Bitcoin
4-Jan-22,"45,837.30","46,435.70","47,505.40","45,602.10",55.59K,-1.28%,Bitcoin
3-Jan-22,"46,430.20","47,293.90","47,556.00","45,704.00",41.06K,-1.86%,Bitcoin
2-Jan-22,"47,311.80","47,738.70","47,944.90","46,718.20",27.02K,-0.89%,Bitcoin
1-Jan-22,"47,738.00","46,217.50","47,917.60","46,217.50",31.24K,3.29%,Bitcoin
31-Dec-21,"46,219.50","47,123.30","48,553.90","45,693.60",58.18K,-1.92%,Bitcoin
30-Dec-21,"47,123.30","46,470.70","47,901.40","46,003.00",60.96K,1.42%,Bitcoin
29-Dec-21,"46,461.70","47,548.40","48,121.70","46,127.80",63.92K,-2.28%,Bitcoin
28-Dec-21,"47,545.20","50,703.40","50,703.80","47,345.70",74.39K,-6.18%,Bitcoin
27-Dec-21,"50,678.20","50,783.60","52,016.30","50,459.00",43.90K,-0.20%,Bitcoin
26-Dec-21,"50,779.90","50,404.00","51,247.00","49,527.00",32.34K,0.74%,Bitcoin
25-Dec-21,"50,406.40","50,789.60","51,140.20","50,196.80",26.67K,-0.75%,Bitcoin
24-Dec-21,"50,786.10","50,807.40","51,795.30","50,428.40",45.97K,-0.03%,Bitcoin
23-Dec-21,"50,801.00","48,599.60","51,355.60","48,053.40",56.24K,4.53%,Bitcoin
22-Dec-21,"48,599.70","48,898.70","49,540.30","48,449.70",40.89K,-0.62%,Bitcoin
21-Dec-21,"48,902.00","46,900.10","49,306.10","46,654.00",57.88K,4.28%,Bitcoin
20-Dec-21,"46,895.20","46,703.40","47,488.90","45,577.30",57.53K,0.41%,Bitcoin
19-Dec-21,"46,704.50","46,855.70","48,270.20","46,438.40",44.05K,-0.32%,Bitcoin
18-Dec-21,"46,856.20","46,171.80","47,330.20","45,513.40",36.93K,1.48%,Bitcoin
17-Dec-21,"46,172.20","47,630.40","47,997.20","45,523.80",67.50K,-3.06%,Bitcoin
