time,Symbol,PriceUSD,Percent of Change
2010-11-10,btc,0.229549731,5.650519986648677
2010-11-11,btc,0.2231,-2.8097314564049802
2010-11-12,btc,0.2682,20.215150156880323
2010-11-13,btc,0.276,2.9082774049217113
2010-11-14,btc,0.27904,1.101449275362314
2010-11-15,btc,0.268464556,-3.7899383600917393
2010-11-16,btc,0.225,-16.19005378125223
2010-11-17,btc,0.241939334,7.528592888888889
2010-11-18,btc,0.269057791,11.208783851574951
2010-11-19,btc,0.27829,3.4313107848268896
2010-11-20,btc,0.283015965,1.6982158898990258
2010-11-21,btc,0.27675,-2.2139970089673158
2010-11-22,btc,0.285,2.9810298102980957
2010-11-23,btc,0.28295,-0.7192982456140339
2010-11-24,btc,0.282905736,-0.0156437533132923
2010-11-25,btc,0.28,-1.0271039538060098
2010-11-26,btc,0.2844,1.571428571428557
2010-11-27,btc,0.283,-0.4922644163150536
2010-11-28,btc,0.271358679,-4.113540989399287
2010-11-29,btc,0.230559456,-15.035164215256222
2010-11-30,btc,0.2082,-9.697913235881334
2010-12-01,btc,0.2275,9.269932756964463
2010-12-02,btc,0.255,12.087912087912086
2010-12-03,btc,0.251060084,-1.5450650980392109
2010-12-04,btc,0.205000526,-18.346029869089037
2010-12-05,btc,0.202850018,-1.0490256010367482
2010-12-06,btc,0.204,0.5669124466136325
2010-12-07,btc,0.233420386,14.421757843137268
2010-12-08,btc,0.2388,2.3046890171795043
2010-12-09,btc,0.199991694,-16.251384422110558
2010-12-10,btc,0.204,2.0042362359308727
2010-12-11,btc,0.228,11.764705882352953
2010-12-12,btc,0.219853612,-3.572977192982458
2010-12-13,btc,0.227605237,3.5258119843853115
2010-12-14,btc,0.24669,8.385028065061615
2010-12-15,btc,0.24,-2.711905630548462
2010-12-16,btc,0.24996,4.149999999999999
2010-12-17,btc,0.242655815,-2.92214154264682
2010-12-18,btc,0.241,-0.6823718607361645
2010-12-19,btc,0.2401,-0.373443983402483
2010-12-20,btc,0.267,11.2036651395252
2010-12-21,btc,0.241436002,-9.574531086142324
2010-12-22,btc,0.25,3.5471089353111425
2010-12-23,btc,0.249970128,-0.011948799999994542
2010-12-24,btc,0.248,-0.7881453739144444
2010-12-25,btc,0.2499,0.7661290322580697
2010-12-26,btc,0.264962127,6.027261704681865
2010-12-27,btc,0.264785389,-0.06670311791390836
2010-12-28,btc,0.281,6.123680411988309
2010-12-29,btc,0.3,6.761565836298917
2010-12-30,btc,0.3,0.0
2010-12-31,btc,0.3,0.0
2011-01-01,btc,0.3,0.0
2011-01-02,btc,0.29997,-0.009999999999991498
2011-01-03,btc,0.295,-1.6568323499016668
2011-01-04,btc,0.29895,1.3389830508474607
2011-01-05,btc,0.298916302,-0.011272119083449043
2011-01-06,btc,0.298,-0.3065413274114556
2011-01-07,btc,0.32,7.382550335570477
2011-01-08,btc,0.3229,0.9062500000000042
2011-01-09,btc,0.323,0.03096934035304707
2011-01-10,btc,0.32659,1.1114551083591275
2011-01-11,btc,0.32659,0.0
2011-01-12,btc,0.318799621,-2.3853697296304275
2011-01-13,btc,0.3176,-0.37629310732461135
2011-01-14,btc,0.399990006,25.94143765743074
2011-01-15,btc,0.386,-3.497588887258348
2011-01-16,btc,0.38679,0.2046632124352365
2011-01-17,btc,0.3495,-9.640890405646486
2011-01-18,btc,0.31299,-10.446351931330469
2011-01-19,btc,0.31299,0.0
2011-01-20,btc,0.39,24.604619955909143
2011-01-21,btc,0.41991,7.669230769230767
2011-01-22,btc,0.440035529,4.792819651830149
2011-01-23,btc,0.4424,0.5373363840354888
2011-01-24,btc,0.4199,-5.085895117540692
2011-01-25,btc,0.41,-2.3577042152893593
2011-01-26,btc,0.41508513,1.2402756097561096
2011-01-27,btc,0.4212,1.473160457470494
2011-01-28,btc,0.444484044,5.528025641025642
2011-01-29,btc,0.439,-1.2337999696565083
2011-01-30,btc,0.477142034,8.688390432801821
2011-01-31,btc,0.52513687,10.058815317034085
2011-02-01,btc,0.707510117,34.72870739394094
2011-02-02,btc,0.725434822,2.533490980454769
2011-02-03,btc,0.693898368,-4.347248442396929
2011-02-04,btc,0.810958971,16.869992551992855
2011-02-05,btc,0.911671477,12.41893974929589
2011-02-06,btc,0.898,-1.4996056523549581
2011-02-07,btc,0.88942137,-0.9553040089086895
2011-02-08,btc,0.918,3.2131710529959547
2011-02-09,btc,1.016050245,10.68085457516339
2011-02-10,btc,0.979652963,-3.5822324908744965
2011-02-11,btc,1.054069454,7.596209454837316
2011-02-12,btc,1.078703284,2.337021522302834
2011-02-13,btc,1.05,-2.6609063331636142
2011-02-14,btc,1.070012624,1.9059641904761937
2011-02-15,btc,1.05,-1.8703166253485277
2011-02-16,btc,1.031687629,-1.7440353333333274
2011-02-17,btc,1.039923198,0.798261873895165
2011-02-18,btc,0.898955915,-13.555547493421724
2011-02-19,btc,0.944028117,5.0138389711802445
2011-02-20,btc,0.865,-8.371373222562609
2011-02-21,btc,0.835747428,-3.3818002312138704
2011-02-22,btc,0.87704178,4.941008565090072
2011-02-23,btc,0.9,2.617688293025223
2011-02-24,btc,0.989095266,9.899473999999994
2011-02-25,btc,0.914652002,-7.526399787662114
2011-02-26,btc,0.958,4.7392885933900795
2011-02-27,btc,0.895033115,-6.572743736951975
2011-02-28,btc,0.860220923,-3.889486480061698
2011-03-01,btc,0.921096892,7.076783111447293
2011-03-02,btc,0.9399,2.0413822002126523
2011-03-03,btc,0.939073383,-0.08794733482285073
2011-03-04,btc,0.9011,-4.043707732263558
2011-03-05,btc,0.907840607,0.7480420597048063
2011-03-06,btc,0.884770973,-2.5411546720998412
2011-03-07,btc,0.877583864,-0.8123129283537164
2011-03-08,btc,0.866071591,-1.3118145709205995
2011-03-09,btc,0.86,-0.7010495509949116
2011-03-10,btc,0.92067031,7.054687209302327
2011-03-11,btc,0.88,-4.41746731248453
2011-03-12,btc,0.917815513,4.2972173863636325
2011-03-13,btc,0.89249,-2.7593250104501084
2011-03-14,btc,0.893924923,0.16077748770294706
2011-03-15,btc,0.87224,-2.4258103160638718
2011-03-16,btc,0.851211666,-2.410842657984045
2011-03-17,btc,0.82542,-3.029994422092417
2011-03-18,btc,0.801959208,-2.8422853819873595
2011-03-19,btc,0.765,-4.608614457108392
2011-03-20,btc,0.7415,-3.0718954248365966
2011-03-21,btc,0.75897,2.3560350640593373
2011-03-22,btc,0.809130293,6.608995480717277
2011-03-23,btc,0.84971,5.015225279669515
2011-03-24,btc,0.872374366,2.667306022054582
2011-03-25,btc,0.88377,1.3062779517755785
2011-03-26,btc,0.8552,-3.232741550403384
2011-03-27,btc,0.822,-3.8821328344246973
2011-03-28,btc,0.7947405,-3.316240875912408
2011-03-29,btc,0.792509942,-0.28066494660835056
2011-03-30,btc,0.789706312,-0.35376590897077437
2011-03-31,btc,0.78461,-0.6453426954500443
2011-04-01,btc,0.77411,-1.3382444781483875
2011-04-02,btc,0.78199,1.0179431863688622
2011-04-03,btc,0.779,-0.38235783066278817
2011-04-04,btc,0.68,-12.708600770218226
2011-04-05,btc,0.715691835,5.248799264705874
2011-04-06,btc,0.74,3.3964569401577696
2011-04-07,btc,0.7538,1.8648648648648694
2011-04-08,btc,0.74999,-0.5054391085168453
2011-04-09,btc,0.734060517,-2.1239593861251587
2011-04-10,btc,0.733156821,-0.12310919591387774
2011-04-11,btc,0.770113933,5.040819500198029
2011-04-12,btc,0.861381608,11.851191244451877
2011-04-13,btc,0.930320058,8.003241462290427
2011-04-14,btc,0.998629766,7.342602947511644
2011-04-15,btc,0.983673137,-1.4977151201799792
2011-04-16,btc,1.046632858,6.400471724989265
2011-04-17,btc,1.098122098,4.919513046665691
2011-04-18,btc,1.149433312,4.672632860540072
2011-04-19,btc,1.185162221,3.1083933819381007
2011-04-20,btc,1.142125985,-3.631252771767169
2011-04-21,btc,1.207338872,5.709780519528232
2011-04-22,btc,1.404505082,16.33064374655536
2011-04-23,btc,1.828852301,30.213291816341037
2011-04-24,btc,1.63198422,-10.764569719072128
2011-04-25,btc,1.564483635,-4.136105249841209
2011-04-26,btc,1.77084089,13.190119115563641
2011-04-27,btc,1.903175959,7.473007301068141
2011-04-28,btc,2.285744466,20.10158362871587
2011-04-29,btc,2.85060509,24.712326001536518
2011-04-30,btc,3.5,22.780949640414757
2011-05-01,btc,3.094227553,-11.593498485714283
2011-05-02,btc,3.2,3.418379714751383
2011-05-03,btc,3.360585704,5.018303249999994
2011-05-04,btc,3.408673047,1.4309214891548014
2011-05-05,btc,3.343736684,-1.9050334867743084
2011-05-06,btc,3.455075584,3.3297747556727106
2011-05-07,btc,3.641262978,5.388808130919317
2011-05-08,btc,3.848668377,5.695974178550534
2011-05-09,btc,3.804089582,-1.1582914045389592
2011-05-10,btc,5.651667002,48.56818905480759
2011-05-11,btc,5.439751044,-3.74961861562274
2011-05-12,btc,6.334878694,16.45530544982051
2011-05-13,btc,8.139034867,28.47972723943053
2011-05-14,btc,7.007243829,-13.905715560807899
2011-05-15,btc,6.924924845,-1.1747697954981564
2011-05-16,btc,7.885140745,13.866084058562814
2011-05-17,btc,7.257199541,-7.963601720085718
2011-05-18,btc,6.763163362,-6.807531971649834
2011-05-19,btc,6.890143632,1.8775277662736987
2011-05-20,btc,5.618096219,-18.461841740021363
2011-05-21,btc,6.084800667,8.307163669102687
2011-05-22,btc,6.71195604,10.306917306285523
2011-05-23,btc,7.065256784,5.263752353181387
2011-05-24,btc,7.402660582,4.7755348222316
2011-05-25,btc,8.569289637,15.759591326349973
2011-05-26,btc,8.782155434,2.484054175049693
2011-05-27,btc,8.528658468,-2.8865005624768374
2011-05-28,btc,8.34926912,-2.1033712238926894
2011-05-29,btc,8.400953472,0.6190284593437415
2011-05-30,btc,8.779342465,4.504119612864817
2011-05-31,btc,8.721576422,-0.6579768727588771
2011-06-01,btc,9.623777232,10.344469466829606
2011-06-02,btc,10.70276023,11.211637301955378
2011-06-03,btc,14.26464677,33.28007414401359
2011-06-04,btc,18.31273873,28.378494226113943
2011-06-05,btc,16.5433424,-9.662106559197326
2011-06-06,btc,18.40209864,11.235675325199084
2011-06-07,btc,23.23787846,26.27841484062387
2011-06-08,btc,29.02992133,24.92500716005552
2011-06-09,btc,28.79054402,-0.8245882146178101
2011-06-10,btc,24.04939923,-16.467715186994926
2011-06-11,btc,14.74974663,-38.668960131026104
2011-06-12,btc,18.85014473,27.799786686912054
2011-06-13,btc,19.54232911,3.6720374825472253
2011-06-14,btc,19.25773551,-1.456293149082069
2011-06-15,btc,19.46414262,1.0718140245140415
2011-06-16,btc,17.92936254,-7.885166636741387
2011-06-17,btc,15.43636891,-13.904530205344374
2011-06-18,btc,16.87540454,9.322371332209894
2011-06-19,btc,17.51071679,3.7647230826029032
2011-06-20,btc,17.51071679,0.0
2011-06-21,btc,17.51071679,0.0
2011-06-22,btc,17.51071679,0.0
2011-06-23,btc,17.51071679,0.0
2011-06-24,btc,17.51071679,0.0
2011-06-25,btc,17.51071679,0.0
2011-06-26,btc,16.36134202,-6.563836214039993
2011-06-27,btc,16.75228581,2.389435961439559
2011-06-28,btc,16.96183531,1.2508710893346522
2011-06-29,btc,16.85456832,-0.6324020251320488
2011-06-30,btc,16.18526278,-3.971063080896515
2011-07-01,btc,15.4203574,-4.7259373566994896
2011-07-02,btc,15.38284407,-0.24327146918137876
2011-07-03,btc,15.45755056,0.48564810031256295
2011-07-04,btc,13.85279681,-10.381682037985199
2011-07-05,btc,12.96481771,-6.410107014339432
2011-07-06,btc,14.71478358,13.497805438870305
2011-07-07,btc,14.79728916,0.560698562445316
2011-07-08,btc,14.2990377,-3.367180668110973
2011-07-09,btc,14.38150067,0.5767029343520083
2011-07-10,btc,14.62293755,1.67880171576003
2011-07-11,btc,14.31015543,-2.138982806501828
2011-07-12,btc,14.02127262,-2.0187258720781096
2011-07-13,btc,13.97145452,-0.3553036971047749
2011-07-14,btc,13.99797455,0.18981581310691165
2011-07-15,btc,13.80639041,-1.3686561531861037
2011-07-16,btc,13.7130793,-0.6758544936728335
2011-07-17,btc,13.25813531,-3.3175917680283544
2011-07-18,btc,13.63052125,2.8087354012681227
2011-07-19,btc,13.82479484,1.4252836442333405
2011-07-20,btc,13.67833059,-1.059431634936286
2011-07-21,btc,13.61180844,-0.48633237486329145
2011-07-22,btc,13.69854733,0.6372326673736194
2011-07-23,btc,13.68171834,-0.12285236963152128
2011-07-24,btc,13.99251518,2.2716213875807654
2011-07-25,btc,14.03342538,0.29237202514152133
2011-07-26,btc,13.87803232,-1.1073067037607303
2011-07-27,btc,13.87822476,0.0013866519082965667
2011-07-28,btc,13.49159108,-2.785901559357661
2011-07-29,btc,13.51231639,0.153616499915452
2011-07-30,btc,13.54028067,0.2069540054634486
2011-07-31,btc,13.3729061,-1.236123342486074
2011-08-01,btc,13.01911385,-2.645589876683571
2011-08-02,btc,12.21415644,-6.182889398420923
2011-08-03,btc,9.286356914,-23.970542217813605
2011-08-04,btc,10.76850375,15.96047674805104
2011-08-05,btc,9.73015396,-9.642470431419033
2011-08-06,btc,6.964169736,-28.426931735826315
2011-08-07,btc,8.501793292,22.079064903480702
2011-08-08,btc,7.775337638,-8.544734376023694
2011-08-09,btc,9.802499481,26.071688939818614
2011-08-10,btc,10.05125313,2.5376553141589433
2011-08-11,btc,9.438412995,-6.097151539949318
2011-08-12,btc,9.452993285,0.1544781946681451
2011-08-13,btc,10.00402474,5.829174298413779
2011-08-14,btc,10.80682077,8.024730554594766
2011-08-15,btc,11.13069655,2.9969570782471653
2011-08-16,btc,10.99196557,-1.2463818358250012
2011-08-17,btc,10.96396406,-0.25474524844239743
2011-08-18,btc,10.85847146,-0.9621757187700943
2011-08-19,btc,11.67047304,7.4780468226234
2011-08-20,btc,11.45973174,-1.8057648501281203
2011-08-21,btc,11.35448134,-0.9184368568823145
2011-08-22,btc,10.92089582,-3.8186290242298235
2011-08-23,btc,10.91724505,-0.03342921734785065
2011-08-24,btc,10.87044429,-0.4286865393756092
2011-08-25,btc,9.546093674,-12.183040367708836
2011-08-26,btc,8.126920163,-14.86653661136073
2011-08-27,btc,8.596497607,5.778049181999827
2011-08-28,btc,9.0308664,5.052857720175492
2011-08-29,btc,8.961157271,-0.7718985744269383
2011-08-30,btc,8.809948738,-1.687377293213451
2011-08-31,btc,8.199151764,-6.933036640331919
2011-09-01,btc,8.234281665,0.4284577479617374
2011-09-02,btc,8.621424438,4.701597404003799
2011-09-03,btc,8.449653441,-1.9923737456063222
2011-09-04,btc,8.203470602,-2.9135258708417027
2011-09-05,btc,7.597332525,-7.388800501731837
2011-09-06,btc,6.846530029,-9.88244878751045
2011-09-07,btc,7.162970274,4.6219069172215255
2011-09-08,btc,6.67818,-6.768006224452466
2011-09-09,btc,4.986777042,-25.327304115792032
2011-09-10,btc,4.742846655,-4.8915438758450875
2011-09-11,btc,5.852903973,23.404874724966202
2011-09-12,btc,6.090629472,4.061667508926337
2011-09-13,btc,5.802523277,-4.730318866456898
2011-09-14,btc,5.59743261,-3.534508302843633
2011-09-15,btc,4.867755185,-13.035930503145444
2011-09-16,btc,4.831168101,-0.7516212835177694
2011-09-17,btc,4.775285635,-1.1567071323482376
2011-09-18,btc,5.236732278,9.663225998835973
2011-09-19,btc,5.520376692,5.416439087245626
2011-09-20,btc,6.146665552,11.345038480935601
2011-09-21,btc,5.597067498,-8.941401632323586
2011-09-22,btc,5.475048777,-2.180047338067688
2011-09-23,btc,5.56342142,1.6140978208494319
2011-09-24,btc,5.457889687,-1.8968854780733166
2011-09-25,btc,5.341154881,-2.138826775448534
2011-09-26,btc,4.873826081,-8.749583384342975
2011-09-27,btc,4.911157793,0.765963154605235
2011-09-28,btc,4.763415321,-3.0083022828258783
2011-09-29,btc,4.777660978,0.29906392871510906
2011-09-30,btc,5.14368591,7.661174237465959
2011-10-01,btc,5.034070545,-2.1310664554166117
2011-10-02,btc,5.007062597,-0.536503168928071
2011-10-03,btc,5.02284486,0.3152000338373278
2011-10-04,btc,4.956805621,-1.3147775979686578
2011-10-05,btc,4.885067131,-1.4472726083119578
2011-10-06,btc,4.730166296,-3.170904940425872
2011-10-07,btc,4.276035757,-9.600730938022824
2011-10-08,btc,3.981252994,-6.893832974091281
2011-10-09,btc,4.111634643,3.274889819775172
2011-10-10,btc,4.074962484,-0.8919119081369238
2011-10-11,btc,4.008924496,-1.6205790423664816
2011-10-12,btc,4.166235342,3.9240161833170273
2011-10-13,btc,4.03698109,-3.102423204397078
2011-10-14,btc,3.986280885,-1.2558940423473732
2011-10-15,btc,3.83733856,-3.7363730579161167
2011-10-16,btc,3.609741717,-5.931111874580078
2011-10-17,btc,2.581246722,-28.492204585062836
2011-10-18,btc,2.422274738,-6.158728750920226
