Date,Price,Open,High,Low,Vol.,Change %
20-Dec-22,65.62,63.4,66.01,63.11,849.77K,3.50%
19-Dec-22,63.4,64.39,64.93,61.09,866.19K,-1.54%
18-Dec-22,64.39,64.89,65.74,63.17,639.11K,-0.77%
17-Dec-22,64.89,66.28,67.59,62.83,1.34M,-2.10%
16-Dec-22,66.28,72.37,73.53,65.07,1.16M,-8.42%
15-Dec-22,72.37,75.29,75.44,71.9,600.38K,-3.88%
14-Dec-22,75.29,77.39,79.08,74.43,911.55K,-2.71%
13-Dec-22,77.39,76.22,79.76,74.36,1.02M,1.56%
12-Dec-22,76.2,76.55,76.69,73.6,656.12K,-0.46%
11-Dec-22,76.55,76.36,78.36,76.29,348.16K,0.24%
10-Dec-22,76.37,76.31,77.4,75.76,301.24K,0.08%
9-Dec-22,76.31,78.28,78.77,75.94,622.25K,-2.52%
8-Dec-22,78.28,76.85,78.72,74.57,911.78K,1.86%
7-Dec-22,76.85,79.9,80.38,75.99,864.81K,-3.82%
6-Dec-22,79.9,80.18,81.68,77.8,802.74K,-0.35%
5-Dec-22,80.18,77.13,83.98,76.86,1.70M,3.95%
4-Dec-22,77.13,76.47,77.45,75.8,391.30K,0.86%
3-Dec-22,76.47,77.98,78.03,75.44,432.65K,-1.94%
2-Dec-22,77.98,77.56,78.06,75.47,581.98K,0.54%
1-Dec-22,77.56,79.15,80.52,76.33,968.38K,-2.01%
30-Nov-22,79.15,75.77,80.52,75.56,1.11M,4.46%
29-Nov-22,75.77,73.97,77.62,73.53,1.21M,2.53%
28-Nov-22,73.9,74.92,75.31,70.61,1.47M,-1.36%
