time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,FlowTfrFromExCnt,GasLmtBlk,GasLmtBlkMean,GasLmtTx,GasLmtTxMean,GasUsedTx,GasUsedTxMean,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateEUR,ReferenceRateUSD,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
7/30/2015,9206,5685,9203,9203,1237,9151,9203,145,8094,9203,9203,9203,9203,7952,122,9142,1017,9203,5363,2,,,,,,,,,1614334928,6911,643.8861236,,,,,,,0,3.38279E+11,1.21335E+11,0,,,,,0,,0,,0,,0,34555000,5000,0,,0,,0.027211978,39311.09375,19.91490396,0.054561381,,39311.09375,,0.843710596,,,,,,,,,,,,,,16.72019244,1444624.627,,,39311.09375,,6.95996E-06,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,39092.5,0.054258,71308924.91,72049301.59,72049301.59,60788759.19,72049054.25,72049301.59,40509413.87,72017685.1,72049301.59,72049301.59,72049301.59,72049301.59,72048977.22,72005337.79,38538103.87,58903078.42,71024839.97,12901484.24,,,,,,,,,36338103.87,57933078.42,35538103.87,72049301.59,447163348.6,71239301.59,0,0,0,0,,,,,,0,,,,
7/31/2015,424,5692,9359,9359,1238,9278,9359,145,8152,9359,9359,9359,9359,8003,122,9271,1018,9359,5368,2,,,,,,,,,1614334928,6863,582.0279761,,,,,,,0,8.23193E+11,6.02942E+11,0,,,,,0,,0,,0,,0,34315000,5000,0,,0,,0.04793358,36191.71875,18.32543101,0.05020666,,36191.71875,,0.843461477,,,,,,,,,,,,,,8.738876396,755038.9206,,,36191.71875,,1.09565E-05,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,75260.9375,0.104405,71331952.57,72085493.31,72085493.31,60801336.69,72085102.84,72085493.31,40509413.87,72051380.88,72085493.31,72085493.31,72085493.31,72085493.31,72085041.28,72038409.51,38538103.87,58916928.1,71046158.25,12901484.24,,,,,,,,,36338103.87,58086928.1,35638103.87,72085493.31,272149894.6,71275493.31,0,0,0,0,,,,,,0,,,,
8/1/2015,413,5699,9474,9474,1238,9368,9474,145,8188,9474,9474,9474,9474,8030,122,9360,1019,9474,5370,2,,,,,,,,,1614334928,5293,575.1641791,,,,,,,0,9.56651E+11,8.87254E+11,0,,,,,0,,0,,0,,0,26465000,5000,0,,0,,0.054347463,27702.1875,14.02142613,0.038414866,,27702.1875,,0.843234786,,,,,,,,,,,,,,5.899579319,509723.6531,,,27702.1875,,1.42486E-05,102941.25,102941.25,11930.625,102941.25,102941.25,102941.25,102941.25,102941.25,102941.25,102941.25,102941.25,102941.25,0.14275,71350597.72,72113195.5,72113195.5,60808354.97,72112686.28,72113195.5,40509413.87,72077207.91,72113195.5,72113195.5,72113195.5,72113195.5,72112615.19,72063580.6,38538103.87,58931979.67,71060000.6,12901484.24,,,,,,,,,36338103.87,58211979.67,35738103.87,72113195.5,225718151.8,71303195.5,0,0,0,0,,,,,,0,,,,
8/2/2015,432,5708,9561,9561,1238,9456,9561,145,8223,9561,9561,9561,9561,8051,122,9443,1019,9561,5381,2,,,,,,,,,1614334929,5358,580.8786861,,,,,,,0,1.10255E+12,1.02025E+12,0,,,,,0,,0,,0,,0,26790000,5000,0,,0,,0.063286658,28227.1875,14.28156398,0.039127573,,28227.1875,,0.842998932,,,,,,,,,,,,,,5.162281703,446021.1392,,,28227.1875,,1.41609E-05,131130.9375,131130.9375,9211.71875,131130.9375,131130.9375,131130.9375,131130.9375,131130.9375,131130.9375,131130.9375,131130.9375,131130.9375,0.181769,71373489.76,72141422.69,72141422.69,60815142.31,72140915.19,72141422.69,40509413.87,72103804.78,72141422.69,72141422.69,72141422.69,72141422.69,72140802.69,72088835.92,38538103.87,58938767.01,71085330.29,12901484.24,,,,,,,,,36338103.87,58308767.01,35838103.87,72141422.69,210093987.8,71331422.69,0,0,0,0,,,,,,0,,,,
8/3/2015,444,5715,9637,9637,1237,9520,9637,145,8262,9637,9637,9637,9637,8078,122,9508,1019,9637,5382,2,,,,,,,,,1614334929,5280,587.1123106,,,,,,,0,1.15473E+12,1.12584E+12,0,,,,,0,,0,,0,,0,26400003,5000.000568,0,,0,,0.068812831,27976.71875,14.14935198,0.038765348,,27976.71875,,0.842649464,,,,,,,,,,,,,,4.705584839,406562.5301,,,27976.71875,,1.57215E-05,159057.5,159057.5,6036.25,159057.5,159057.5,159057.5,159057.5,159057.5,159057.5,159057.5,159057.5,159057.5,0.220395,71394518.35,72169399.41,72169399.41,60813505.73,72168834.41,72169399.41,40509413.87,72130764.47,72169399.41,72169399.41,72169399.41,72169399.41,72168730.97,72114913.89,38538103.87,58944290.14,71101344.66,12901484.24,,,,,,,,,36338103.87,58384290.14,35938103.87,72169399.41,201765378.4,71359399.41,0,0,0,0,,,,,,0,,,,
8/4/2015,411,5722,9694,9694,1237,9571,9694,145,8305,9694,9694,9694,9694,8106,122,9556,1019,9694,5385,2,,,,,,,,,1614334929,5368,586.9698212,,,,,,,0,1.29241E+12,1.21659E+12,0,,,,,0,,0,,0,,0,26840216,5000.040238,0,,0,,0.075580788,28478.4375,14.39741721,0.039444979,,28478.4375,,0.842412985,,,,,,,,,,,,,,4.361049332,376794.6623,,,28478.4375,,1.66258E-05,187500.9375,187500.9375,6381.5625,187500.9375,187500.9375,187500.9375,187500.9375,187500.9375,187500.9375,187500.9375,187500.9375,187500.9375,0.259704,71416622.42,72197877.84,72197877.84,60820429.79,72197280.34,72197877.84,40509413.87,72159488.38,72197877.84,72197877.84,72197877.84,72197877.84,72197151.28,72142317.95,38538103.87,58949748.89,71119537.47,12901484.24,,,,,,,,,36338103.87,58449748.89,35938103.87,72197877.84,197135196.9,71387877.84,0,0,0,0,,,,,,0,,,,
8/5/2015,411,5725,9747,9747,1238,9613,9747,145,8323,9747,9747,9747,9747,8134,122,9599,1020,9747,5394,2,,,,,,,,,1614334930,5235,578.9455587,,,,,,,0,1.36354E+12,1.32784E+12,0,,,,,0,,0,,0,,0,26180130,5000.979943,0,,0,,0.080467568,27528.59375,13.9119144,0.038114834,,27528.59375,,0.842281548,,,,,,,,,,,,,,3.959582633,342107.9395,,,27528.59375,,1.80755E-05,215009.5313,215009.5313,3954.6875,215009.5313,215009.5313,215009.5313,215009.5313,215009.5313,215009.5313,215009.5313,215009.5313,215009.5313,0.297692,71436806.98,72225406.44,72225406.44,60834127.13,72224755.03,72225406.44,40509413.87,72185778.53,72225406.44,72225406.44,72225406.44,72225406.44,72224634.09,72169350.76,38538103.87,58964925.14,71144603.72,12901484.24,,,,,,,,,36338103.87,58504925.14,36038103.87,72225406.44,193348841.5,71415406.44,0,0,0,0,,,,,,0,,,,
8/6/2015,396,5732,9788,9788,1239,9654,9788,145,8351,9788,9788,9788,9788,8156,122,9639,1020,9788,5398,2,,,,,,,,,1614334930,5116,583.6708366,,,,,,,0,1.44494E+12,1.38085E+12,0,,,,,0,,0,,0,,0,37861520,7400.609851,0,,0,,0.081763164,27075.46875,13.67779463,0.03747341,,27075.46875,,0.842172894,,,,,,,,,,,,,,3.83269759,331145.0718,,,27075.46875,,1.80451E-05,242069.8438,242069.8438,2921.40625,242069.8438,242069.8438,242069.8438,242069.8438,242069.8438,242069.8438,242069.8438,242069.8438,242069.8438,0.335033,71459488.85,72252481.91,72252481.91,60849081.82,72251831.59,72252481.91,40509413.87,72212720.41,72252481.91,72252481.91,72252481.91,72252481.91,72251700.66,72195727.01,38538103.87,58971146.7,71164758.1,12901484.24,,,,,,,,,36338103.87,58551146.7,36038103.87,72252481.91,178708358.9,71442481.91,0,0,0,0,,,,,,0,,,,
8/7/2015,1390,5578,9857,10057,1194,9552,9974,144,8181,10259,10089,10035,9924,7981,120,9525,985,9791,5240,3,,,,,,,,,1614334930,5189,632.6253613,,,,,,,0,1.53194E+12,1.47084E+12,0.00001137,0.018204104,,0.001320779,,37.31841351,,1437994.819,,2001.016892,,3,635540705,122478.4554,93642065,45679.0561,49353826,24075.03707,0.08834193,27437.65625,13.85550038,0.037960275,,27437.65625,,0.84520806,37.84427133,,37.42017208,,,,,,,,,,,3.599620142,311007.1803,,,27474.97466,,2.87372E-05,1916182.808,1916182.808,1758210.817,1916182.808,1916182.808,1916182.808,1916182.808,1916182.808,1916182.808,1811754.653,1916182.808,1916182.808,2.651058,71491045.19,72279890.71,72279919.44,61091570.58,72278837.2,72279917.26,41543364.54,72238064.09,72279919.56,72279919.25,72279913.03,72279828.79,72278598.13,72220651.14,39464061.56,59294189.73,71191584.15,14114470.5,,,,,,,,,37464061.56,59688062.06,37664061.56,72279919.56,174969193.9,71469919.56,2050,0.023726852,2018,1909930.275,,995.3670567,,16.1041824,,0.027789886,,,,
8/8/2015,1208,5510,9958,10267,1175,9550,10115,144,8111,10607,10316,10207,10053,7920,115,9506,973,9855,5171,3,8035,130,9537,1063,1,9948,5398,5,1614334931,5256,667.5947489,17698213.79,5.78278879,4.76619516,86768712.52,,71515082.55,15004648.4,1.60602E+12,1.58612E+12,0.00001941,0.023637615,0.028364902,0.001243194,0.001491821,68.09997007,81.71928309,861580.1364,1033887.548,14154.4231,16985.16618,88,10918643176,2077367.423,707330210,245515.5189,376006093,130512.3544,0.096483107,27943.4375,14.10545723,0.038645088,33531.84557,27943.4375,33531.84557,0.847130726,5.38980006,,4.44229244,,0.004589745,1.19999,,,,,,,33613.56485,3.360252578,290325.8228,348388.0841,4.032269491,28011.53747,33613.56485,3.43523E-05,14748634.4,14748634.4,14592184.72,14748634.4,14748634.4,14748634.4,14748634.4,14748634.4,14748634.4,14624108.23,14748634.4,14748634.4,20.396999,71516102.59,72307821.79,72307862.79,61254212.5,72306536.15,72307859.1,42038150.26,72264403.79,72307862.99,72307862.27,72307853.85,72307724.51,72306149.47,72247765.64,39524736.74,59524521.36,71216010.45,14748918.43,72307813.87,72306433.54,72258474.39,40929613.31,60370017.11,11901464.24,71428466.35,16618398.43,38024736.74,60344948.41,38624736.74,72307863,175195135.1,59596398.76,2881,0.033344907,2663,13415685.6,16098688.56,5101.056788,6121.217135,1,1.19999,0.215644113,,,,
8/9/2015,1113,5458,10043,10411,1169,9573,10222,142,8091,10846,10476,10338,10150,7882,115,9523,966,9914,5124,3,8011,127,9555,1059,1,10031,5346,5,1614334931,5123,618.2980675,18288131.42,4.88081534,4.02310781,86801326.19,,71547696.21,17784185.66,1.7414E+12,1.70948E+12,0.00000445,0.010608691,0.012730323,0.001223011,0.0014676,14.0989497,16.91859865,534530.5343,641431.2959,93926.85477,112711.2865,179,16092122582,3141152.173,107096737,80584.45222,38863003,29242.28969,0.101359674,27178.28125,13.71406234,0.037572774,32613.66572,27178.28125,32613.66572,0.848613546,70.37407159,,58.0072093,,0.004505448,1.19999,,,1.19999,0.004589745,0.650809674,1.19999,66244.14916,3.105047689,268276.1203,321928.6616,3.726026176,27192.3802,32630.58432,3.78575E-05,15240236.52,15240236.52,14820278.22,15240236.52,15240236.52,15240236.52,15240236.52,15240236.52,15240236.52,15105819.27,15240236.52,15240236.52,21.068954,71535994.85,72334992.94,72335041,61384495.91,72333557.3,72335036.23,42226482.26,72290362.84,72335041.27,72335040.37,72335030.15,72334870.66,72333114.96,72272111.49,39899179.37,59640972.04,71240697.74,14957297.53,72334983.55,72333414.83,72284124.56,41034944.36,60516467.74,11901464.24,71448478.13,16826777.53,38399179.37,60717675.22,39199179.37,72335041.28,174669491.9,59623577.04,1329,0.015381944,1266,1027864.946,1233427.656,921.2871762,1105.535399,12.99939719,15.59914663,0.231687357,,,,
8/10/2015,1430,5443,10145,10572,1160,9611,10348,138,8101,11101,10660,10486,10265,7887,113,9555,954,10000,5094,3,8020,124,9593,1047,1,10133,5321,5,1614334931,5255,631.1861085,19306656.2,4.62344756,3.8112797,86834706.72,,71581076.75,18781375.93,1.9481E+12,1.8377E+12,0.0000094,0.015299531,0.018359284,0.001228262,0.001473903,31.16514444,37.39786167,879453.0464,1055334.861,177970.6808,213563.0373,235,16507086870,3141215.389,167506161,82231.79234,74070061,36362.32744,0.111855484,27817.34375,14.03113512,0.038441466,33380.53433,27817.34375,33380.53433,0.848897197,49.82435968,,41.07207186,,0.004529481,1.19999,,,1.19999,0.004505448,0.7,1.19999,99662.08135,2.881581597,248968.65,298759.8903,3.457869101,27848.50889,33417.93219,4.17373E-05,16089014.24,16089014.24,2844661.055,16089014.24,16089014.24,16089014.24,16089014.24,16089014.24,16089014.24,15933321.34,16089014.24,16089014.24,22.233801,71559519.32,72362806.49,72362858.27,61428627.82,72361188.92,72362852.52,42341957.24,72316865.56,72362858.61,72362857.53,72362845.47,72362668.76,72360688.31,72298167.3,40205076.34,59663211.44,71251431.85,15336996.06,72362797.02,72361046.94,72310566.34,41240841.33,60538190,11901464.24,71464252.69,17206476.06,38905076.34,61043397.48,40005076.34,72362858.62,174574943,59651394.39,2037,0.023576389,2078,1452359.029,1742816.311,804.82935,965.7871717,0.5983403,0.718002377,0.254710085,,,,
8/11/2015,2697,5425,10188,10706,1160,9614,10429,137,8081,11374,10821,10602,10328,7868,111,9548,947,10030,5079,4,7656,80,9475,753,1,9995,4597,3,1614334932,5280,692.0140152,16324950.86,3.83427474,3.16099598,71666977.57,,59082627.98,18691143.03,2.1719E+12,2.03639E+12,0.0000031,0.002279155,0.002256364,0.001217965,0.001205785,11.31144859,11.1983341,455902.7776,451343.7498,176982.453,175212.6285,229,16586282095,3141341.306,368062016,74161.19605,163481740,32940.10478,0.124449902,28027.8125,14.13182248,0.038717322,27747.53438,28027.8125,27747.53438,0.849104755,60.22035209,,49.64597056,,0.00364746,0.99,,,1.19999,0.004529481,0.650410998,1.19999,127420.8141,2.607691057,225304.5073,223051.4622,2.581614146,28039.12395,27758.73271,4.26351E-05,16489849.35,16489849.35,2794808.605,16489849.35,16489849.35,16489849.35,16489849.35,16489849.35,16489849.35,16321032.83,16489849.35,16489849.35,22.778902,71587349.38,72390823.26,72390885.95,61467445.91,72389166.15,72390879.1,42388439.72,72343937.58,72390886.42,72390885.06,72390870.48,72390673.93,72388578.41,72325401.31,40150460.52,59642012.23,71281860.68,16518741.3,72390638.93,72387848.09,72304190.94,37050439.58,57701301.84,11901464.24,70799783.42,15518741.3,39050460.52,61295412.01,40348955.52,72390886.44,174337021.1,59679422.2,4963,0.05744213,5047,1202100.02,1190079.02,294.6817505,291.734933,0.0545382,0.053992818,0.275156303,,,,
8/12/2015,1219,5413,10296,10893,1157,9654,10574,135,8105,11677,11009,10771,10463,7889,112,9585,944,10114,5065,4,8074,132,9645,1130,1,10291,5364,6,1614334932,5124,653.4264247,21613574.74,4.70208081,3.87673187,93274715.5,,76902349.56,19836901.84,2.24824E+12,2.20708E+12,0.00000973,0.016005399,0.020614954,0.00124407,0.001602362,32.5869924,41.97204622,368265.1949,474325.5711,146839.8393,189129.713,213,16096745024,3141441.262,312482304,153478.5383,70102332,34431.40079,0.130915032,27370.9375,13.7954054,0.037795631,35253.7675,27370.9375,35253.7675,0.849313684,113.7612635,,93.79292558,,0.004803392,1.288,,,0.99,0.00364746,0.975423313,0.99,162716.5536,2.422719656,209322.9783,269607.9961,3.120462918,27403.52449,35295.73955,4.73423E-05,16780725.73,16780725.73,2932187.751,16780725.73,16780725.73,16780725.73,16780725.73,16780725.73,16780725.73,16608633.73,16780725.73,16780725.73,23.171955,71604662.11,72418182.23,72418256.89,61505816.96,72416323.6,72418249.12,42433862.74,72370413.38,72418257.36,72418255.84,72418239.72,72418009.47,72415709.26,72351481.94,40451778.8,59684370.47,71297246.02,16643057.76,72418178.47,72416255.87,72368101.98,42207061.79,61303239.6,11901464.24,71567762.74,18512537.76,39251778.8,61577548,40846773.8,72418257.37,174316222.7,59706793.14,2036,0.023564815,1968,636580.987,819916.3112,382.2810121,492.3779436,10,12.88,0.285440971,,,,
8/13/2015,1606,5389,10449,11145,1153,9717,10757,133,8125,12152,11272,11003,10638,7910,111,9628,938,10249,5044,4,8322,165,9770,1437,1,10474,5644,10,1614334932,5286,665.7222853,32778698.24,6.08626751,5.01837128,136547211.3,,112588643.5,22435295.69,2.41992E+12,2.33698E+12,0.00000708,0.008771699,0.016532899,0.001210096,0.002280788,24.92916911,46.98649794,683331.3266,1287942.884,264259.1617,498075.6679,503,16605708619,3141450.741,251700956,88564.72766,88234087,31046.47678,0.143056636,28268.125,14.24204343,0.039019297,53279.762,28268.125,53279.762,0.849839694,46.93799647,,38.70225764,,0.007120739,1.8848,,,1.288,0.004803392,1.121030853,1.288,216043.3021,2.289064758,197775.1951,372766.6878,4.314429256,28293.05417,53326.7485,5.07048E-05,17391075.04,17391075.04,3168799.672,17391075.04,17391075.04,17391075.04,17391075.04,17391075.04,17391075.04,17207110.65,17391075.04,17391075.04,24.005396,71615995.76,72446442.75,72446524.96,61567933.08,72444411.7,72446515.41,42649440.12,72397859.01,72446525.48,72446523.74,72446505.36,72446253.02,72443623.19,72379007.05,40746631.18,59726255.02,71311511.9,17117506.78,72446458.93,72444736.93,72410078.75,44602935.07,63319794.99,11901464.24,71775358.82,21475681.51,39646631.18,61996316.72,41688294.17,72446525.5,175015584,59735061.26,2842,0.032893519,2792,1543451.594,2909097.565,639.9636182,1206.203428,9.995,18.838576,0.309993005,,,,
8/14/2015,1893,5323,10568,11400,1129,9713,10932,128,8065,12669,11541,11221,10796,7840,110,9613,915,10326,4973,4,8232,153,9760,1394,1,10596,5539,10,1614334933,5809,659.7514202,33161017.56,5.43349984,4.48054737,130100550.6,,107282910.9,23944152.83,3.17717E+12,2.67125E+12,0.00000375,0.004522632,0.008118324,0.001210111,0.002172202,14.35483411,25.76756118,1170872.111,2101767.147,239565.4798,430030.616,494,18248861971,3141480.801,212548099,66965.37461,78746522,24809.8683,0.179594595,31106.71875,15.66545705,0.04291906,55837.93391,31106.71875,55837.93391,0.851300696,36.93541976,,30.45751405,,0.006739268,1.795044162,,,1.8848,0.007120739,1.62276,1.8848,271907.0036,2.005614982,173285.1345,311054.4691,3.600167466,31121.07358,55863.70147,5.72202E-05,18473649.98,18473649.98,3886623.831,18473649.98,18473649.98,18473649.98,18473649.98,18473649.98,18473649.98,18281003.29,18473649.98,18473649.98,25.48876,71649085.17,72477532.47,72477631.6,61700258.72,72475176.5,72477620.2,43070743.55,72427735.08,72477632.19,72477630.03,72477608.76,72477303.31,72474292.61,72408212.62,41510932.61,59862011.82,71340759.55,17917665.85,72477550.49,72475473.79,72438222.01,44656513.33,63352967.69,11901464.24,71786715.99,22275840.58,40510932.61,62595291.82,42916943.55,72477632.22,176872263.4,59766167.98,3174,0.036736111,3085,1962279.912,3522379.1,745.3638133,1337.960962,12.18635044,21.87503722,0.341586263,,,,
8/15/2015,1601,5348,10684,11620,1162,9793,11078,139,8102,13022,11766,11422,10932,7877,119,9701,944,10434,5000,4,8272,170,9849,1418,1,10714,5557,9,1614334933,5382,638.3351914,31812147.8,4.41871028,3.83247438,129222078.7,,112078021.5,29244297.68,3.63676E+12,3.37803E+12,0.00000257,0.003868911,0.00689526,0.001209761,0.002156063,8.836593028,15.74877441,526175.9504,937762.5878,258229.7791,460222.9078,291,16907665220,3141520.851,133141661,58293.19658,59565914,26079.64711,0.210530125,28512.65625,14.35343108,0.039324469,50815.89588,28512.65625,50815.89588,0.851730524,9.60305969,,8.32900958,,0.006804016,1.782222443,,,1.795044162,0.006739268,1.61381582,1.795044162,322738.6482,1.567993519,135474.64,241445.9439,2.794513239,28521.49284,50831.64465,6.21991E-05,17849706.66,17849706.66,14558916.62,17849706.66,17849706.66,17849706.66,17849706.66,17849706.66,17849706.66,17263945.14,17849706.66,17849706.66,24.618198,71675205.97,72506036.41,72506144.25,61755696.79,72503556.82,72506131.49,42327689.93,72454463.21,72506144.85,72506142.51,72506119.18,72505800.11,72502744.66,72434844.11,40588755.65,59883866.99,71367564.34,15227892.82,72506055.82,72503910.27,72465204.07,44315309.46,63350971.15,8809482.239,71809020.56,19026067.54,38688755.65,62663405.16,41609182.48,72506144.87,177195459.8,62886662.64,2284,0.026435185,2202,7550317.003,13456344.41,3507.792283,6251.666132,10.96951534,19.55011643,0.447983025,,,,
8/16/2015,1542,5342,10808,11802,1154,9857,11229,138,8120,13293,11956,11593,11070,7890,117,9756,941,10540,4993,4,8176,150,9881,1224,1,10827,5434,8,1614334933,5132,640.6537412,28374309.88,3.78569826,3.28363248,111198807.2,,96451431.23,29373394.19,3.88408E+12,3.63163E+12,0.00000203,0.002736573,0.004195368,0.001207801,0.001851648,6.677237925,10.23669836,659767.2635,1011471.89,158824.9572,243490.3768,299,16122112390,3141487.216,153745596,63010.49016,58241191,23869.34057,0.215717629,27094.53125,13.634444,0.037354641,41537.91532,27094.53125,41537.91532,0.851619457,47.62980327,,41.31305731,,0.005920785,1.533073776,,,1.782222443,0.006804016,1.531237704,1.782222443,364286.8002,1.454083264,125632.794,192604.3419,2.22921692,27101.20849,41548.15202,6.5898E-05,18508117.7,18508117.7,14697453.34,18508117.7,18508117.7,18508117.7,18508117.7,18508117.7,18508117.7,15411112.04,18508117.7,18508117.7,25.516739,71695137.44,72533124.01,72533238.74,61770717.95,72530466.01,72533225.42,42559933.73,72480185.23,72533239.37,72533236.91,72533212.02,72532871.4,72529577.31,72460153.55,40753509.32,59939823.02,71386076.03,15767692.77,72533137.19,72530631.93,72484041.15,43380746.11,62252689.79,8809482.239,71758245.81,18957532.77,39053509.32,62891939.45,42086132.73,72533239.41,177163391.1,62913757.17,2440,0.028240741,2381,1522854.063,2334647.627,724.6076911,1110.877049,8.27630383,12.68818436,0.471601893,,,,
8/17/2015,1522,5353,10854,11955,1166,9908,11325,142,8144,13541,12118,11742,11156,7914,120,9794,956,10576,4996,4,8109,141,9896,1147,1,10843,5316,6,1614334934,5347,634.7076866,24280958,3.81169381,3.3619806,94067093.69,,82968821.54,24678554.55,4.20728E+12,3.90802E+12,0.00000225,0.003042521,0.003944263,0.001210228,0.001568915,7.64281184,9.907988413,296311.7192,384132.5865,205236.4415,266064.4181,263,16797644337,3141508.198,155342933,61840.33957,60515132,24090.41879,0.241920988,28118.90625,14.14444412,0.038751902,36452.78768,28118.90625,36452.78768,0.851571625,33.36085742,,29.42485961,,0.005024546,1.29638,,,1.533073776,0.005920785,1.381907682,1.533073776,400749.4959,1.345640845,116263.369,150721.5063,1.744461879,28126.54906,36462.69567,6.49226E-05,18729815.33,18729815.33,15710289.56,18729815.33,18729815.33,18729815.33,18729815.33,18729815.33,18729815.33,18088616.76,18729815.33,18729815.33,25.812382,71719114.25,72561228.25,72561357.63,61791193.78,72558661.97,72561343.05,42087690.09,72507682.67,72561358.28,72561355.76,72561328.76,72560966.31,72557657.38,72487617.04,40177431.44,59983004.14,71403134.61,14709743.03,72561220.04,72558572.94,72505068.15,42011890.09,61649368.3,7750971.431,71691523.42,16579223.03,38177431.44,62991574.65,41531681.63,72561358.31,177336971.5,64000386.88,2512,0.029074074,2520,2175044.766,2819684.533,1351.345953,1751.857866,8.259374649,10.70728811,0.518350341,,,,
8/18/2015,1544,5339,10906,12122,1166,9904,11442,141,8144,13797,12298,11906,11257,7905,119,9805,951,10597,4982,4,7988,122,9843,1019,0,10827,5121,6,1614334934,4948,648.4882781,21116803.66,3.15009403,2.77857197,78698415.5,,69416725.25,24982878.24,4.32981E+12,4.37769E+12,0.00000371,0.004773886,0.005175783,0.001205693,0.001307196,11.90607134,12.90840264,470631.929,510252.8165,251325.567,272483.8043,382,15544304261,3141532.793,183760130,73680.88613,66816413,26790.86327,0.250772424,26162.8125,13.15574139,0.036043127,28365.36993,26162.8125,28365.36993,0.852431811,53.56374159,,47.2464345,,0.004975938,1.084186569,,,1.29638,0.005024546,1.078360009,1.29638,429127.7742,1.208059986,104376.3828,113163.4724,1.309762412,26174.71857,28378.27833,6.71134E-05,19477093.94,19477093.94,15723916.54,19477093.94,19477093.94,19477093.94,19477093.94,19477093.94,19477093.94,18718173.06,19477093.94,19477093.94,26.832565,71742347.08,72587375.43,72587520.39,61875912.07,72584710.26,72587504.28,42191162.48,72533472.02,72587521.09,72587518.49,72587488.59,72587084.55,72583832.02,72512661.69,40322567.87,60021244.41,71426806.8,14789391.82,72587309.18,72584205.73,72520747.3,40611227.87,60681905.52,0,71563202.23,16658871.82,38422567.87,63228769.23,41882362.53,72587521.12,176321028.8,64026549.69,2494,0.028865741,2498,1355161.514,1469247.912,787.3004869,853.5806138,7.878471789,8.541733299,0.545257378,,,,
