time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
2/17/2018,8502,1388,211238,1149434,257,52980,482614,141,9177,1149672,1149653,1149638,1149622,478145,9125,1149434,52611,1149581,209402,1382,503851,10198,1149481,58076,287,1149615,227000,1544,1614542028,23926,1.08829E+11,1.618974267,1.182023714,1.17966E+11,,86127683375,72864598543,0.00512123,0.006041759,0.000031,3.65722E-05,4617.941282,5448.005761,0.932886089,876.20728,160.5657034,639.7246727,117.2300714,0.000106422,1.179747733,19954.17703,-24.7412844,1.114200584,0.00010935,0.001186153,0.898858932,1.114200584,0.005955222,99477037693,86566197241,4548803108,92247427045,94587652176,14447290571,96757249907,97546958014,99475842973,9346605902,82899272299,99477037693,92.25435802,96161370572,99874003195,99992486382,93281600247,99406589402,99971366448,90611813589,98188392905,99992487104,99992487104,99992487103,99992487068,99992486382,99970919550,98183192916,99402899429,99872167217,96155370632,99992487101,99992486845,99973362443,98282369796,99453661633,93556441263,99888652819,96304802427,79270278639,99723281999,98383856490,99992487104,99978041659,19105128617,901725,10.43663194,21073,114119671.7,134632424,5419.312788,6393.421979,314.9,371.5025613,2.159240653,0.104055313,0.096394245,,
2/18/2018,8371,1385,211686,1150862,258,53064,483441,141,9190,1151099,1151081,1151066,1151050,478976,9138,1150862,52696,1151009,209855,1379,495617,9609,1150904,55281,271,1151041,219484,1452,1614542029,23808,99219533275,1.48096757,1.08126626,1.07549E+11,,78522706601,72621064330,0.00448829,0.004827494,0.000035,3.76451E-05,4497.595141,4837.502095,0.932933778,30.96371033,139.2267907,22.60685239,101.6505927,0.000102905,1.075575267,19412.36653,-29.44593124,1.179747733,0.000106422,0.00120971,0.954105748,1.179747733,0.005967176,99477053195,86562053079,6306686224,92247875456,94587514685,14674379133,96755636434,97546864412,99475858475,9540850334,82886342205,99477053195,92.25481061,96153875925,99873817689,99992481884,93286364566,99405424671,99971347867,90616677549,98185743997,99992482606,99992482606,99992482606,99992482570,99992481884,99970901370,98180544009,99401744698,99871986711,96147875985,99992482602,99992482303,99972539765,98226162414,99426895253,93410292236,99881389090,96218307999,79254950252,99722487323,98381203367,99992482606,99978036145,19105269758,1002074,11.5980787,19404,3229344337,3473402897,166429.4247,179007.3729,334.619633,359.9086011,2.186120849,0.103116725,0.097533305,,
2/19/2018,8517,1387,212024,1152417,259,53133,483991,141,9195,1152655,1152637,1152622,1152606,479518,9143,1152417,52766,1152565,210188,1381,498674,9804,1152462,56258,274,1152597,222203,1473,1614542029,24453,1.02185E+11,1.523112034,1.112037462,1.10763E+11,,80868905561,72721386053,0.00511285,0.005663563,0.000012,1.32925E-05,3096.04567,3429.525355,0.933072312,1189.832763,143.3318393,868.7073413,104.6478336,9.94413E-05,1.107711488,18573.22211,-29.37443599,1.075575267,0.000102905,0.001175093,0.870586,1.075575267,0.005978151,99477060099,86564489938,6445326931,92248322692,94587120100,14664445099,96754370763,97546744201,99475855379,9462154021,82897662190,99477060099,92.25526074,96155004914,99873698947,99992478779,93300214040,99404353087,99971319597,90620005404,98183130957,99992479510,99992479510,99992479510,99992479474,99992478779,99970872300,98177930968,99400683114,99871862969,96149004974,99992479506,99992479226,99972741089,98240936836,99434130875,93441927316,99883452270,96236704091,79246597311,99722026549,98379318949,99992479510,99978034762,19105345752,605542,7.008587963,19366,84039104.17,93091081.1,4355.254653,4824.365611,249.94,276.8614092,2.186543608,0.103125169,0.097547822,,
2/20/2018,10657,1385,211756,1153985,261,52994,483585,141,9171,1154223,1154205,1154190,1154174,479113,9119,1153985,52625,1154133,209923,1379,491250,9316,1154026,53943,264,1154164,215577,1403,1614542029,24054,94629311388,1.415653239,1.03358994,1.02571E+11,,74888535145,72454783346,0.00546447,0.005605375,0.000012,1.23094E-05,4000.30055,4103.45099,0.933197396,583.7881709,132.5716961,426.2326137,96.79260966,9.12139E-05,1.025785673,17211.12221,-24.36944043,1.107711488,9.94413E-05,0.00118113,0.894763143,1.107711488,0.005971061,99477096801,86303881599,3579138460,92250568433,94588149009,14675330716,96755658328,97546678575,99475791580,9533940380,82889811618,99477096801,92.25751034,96164036602,99873699205,99992474778,93312717749,99405004678,99971277846,90610718385,98187287037,99992475510,99992475510,99992475510,99992475474,99992474778,99970830648,98182087048,99401314705,99871866227,96158036662,99992475504,99992475188,99972040098,98201652940,99414405537,93342224314,99877485226,96181843604,79207974523,99723170443,98386336630,99992475510,99978030714,19105984669,732056,8.47287037,24990,171282119.9,175698744.6,6875.595045,7052.886887,403.739585,414.1502818,2.187385439,0.102780332,0.095081308,,
2/21/2018,9051,1383,211977,1155430,262,53033,484096,142,9179,1155668,1155650,1155635,1155619,479621,9127,1155430,52663,1155578,210140,1377,458870,8135,1155377,48016,231,1155511,191821,1199,1614542029,23577,87766962446,1.318499585,0.970138231,95134143637,,69998709775,72153336044,0.00463644,0.00441117,0.000022,2.09311E-05,4342.350757,4131.36925,0.93312941,120.7901455,121.7212805,88.87612809,89.56124756,9.09671E-05,0.951413067,16168.60322,-26.39920661,1.025785673,9.12139E-05,0.001158356,0.834665302,1.025785673,0.005978994,99477122459,86298231172,3934844120,92249061445,94588112247,14666206375,96755074745,97546204197,99474534846,9088427977,82882284324,99477122459,92.25600725,96163024807,99873547577,99992470436,93305915617,99404226617,99971248541,90567900805,98185853453,99992471168,99992471168,99992471167,99992471131,99992470436,99970801044,98180653465,99400526645,99871710599,96157024867,99992471064,99992469906,99968705445,98080394812,99353501618,92994166549,99853184977,95977468861,79092800553,99722926442,98385197925,99992471168,99978025658,19673375467,936570,10.83993056,23559,827819776.1,787598551.8,35163.9806,33455.47062,484.316305,460.784861,2.195019405,0.102966985,0.09559199,,
2/22/2018,9488,1402,212364,1156811,282,53122,484662,141,9200,1157049,1157031,1157016,1157000,480187,9148,1156811,52749,1156959,210524,1396,452217,7776,1156753,45944,243,1156892,185686,1174,1614542030,23569,82633977001,1.248455031,0.918157553,89570510479,,65873290333,71745083519,0.00479293,0.004293375,0.000031,2.7769E-05,4737.633238,4243.841989,0.933130929,119.8743944,113.5445051,88.15982783,83.50460562,9.06821E-05,0.895772588,15147.60434,-32.83371739,0.951413067,9.09671E-05,0.001131736,0.774366116,0.951413067,0.005989773,99477152721,86275194095,4297156844,92248834210,94588777465,14648051667,96755416340,97545920298,99474501308,8815523959,82875286453,99477152721,92.25578436,96159042650,99873436238,99992465698,93306063084,99403180886,99971222941,89942009444,98183118197,99992466430,99992466430,99992466430,99992466394,99992465698,99970775444,98177918208,99399450914,99871596260,96153042710,99992466327,99992465114,99967896771,98036442387,99329019120,92906853430,99846008045,95925349896,79009822026,99722332788,98381951220,99992466430,99978019440,19637920748,988463,11.44054398,22434,834143663.2,747203028.3,37191.82596,33315.41821,499.75,447.6623511,2.202895895,0.103044586,0.095683611,,
2/23/2018,8080,1406,212668,1158180,284,53196,485220,141,9224,1158418,1158400,1158385,1158369,480742,9171,1158180,52823,1158328,210828,1400,458962,8125,1158127,47843,252,1158261,191472,1217,1614542030,23014,88886723644,1.304996406,0.959661177,94303114467,,69348112670,72263121957,0.00501958,0.004733977,0.00003,2.82931E-05,4675.530991,4409.503742,0.93333609,35.35615122,115.276248,26.00001466,84.77122178,9.28336E-05,0.943102238,15839.01364,-29.28515542,0.895772588,9.06821E-05,0.001109897,0.726601885,0.895772588,0.005999095,99477158338,88271575459,4748651212,94249297753,94589051019,14546354768,96754898792,97545604924,99473041333,9165383829,84872513020,99477158338,94.25640303,96155666828,99873315899,99992461023,93326573329,99402272464,99971194371,89935875243,98181650649,99992461755,99992461754,99992461754,99992461718,99992461023,99970746574,98176350662,99398542492,99871475921,96149666887,99992461651,99992460493,99968542213,98070410979,99348013519,93004823261,99851857398,95964818141,79064040729,99721927126,98379727887,99992461755,99978013406,19631872884,931458,10.78076389,20436,2828148945,2667233599,139659.1533,131712.86,375.7450235,354.3659726,2.226744248,0.103033333,0.096388932,,
2/24/2018,6734,1403,212996,1159396,284,53273,485825,140,9227,1159635,1159617,1159602,1159585,481343,9174,1159396,52898,1159544,211155,1397,454249,7840,1159338,46344,243,1159477,186964,1180,1614542030,23053,85096082058,1.25150257,0.92030737,90280717253,,66389004240,72137860044,0.00469733,0.004241103,0.00003,2.70863E-05,4172.418767,3767.173726,0.933347958,344.7226258,110.0449287,253.4959021,80.92285328,9.32087E-05,0.902875271,15772.17581,-30.42413204,0.943102238,9.28336E-05,0.001102055,0.767676615,0.943102238,0.006006589,99477184717,88262272113,4927582760,94250097191,94589601847,14485669014,96755087723,97545455334,99471571740,9341193800,84869992599,99477184717,94.25720646,96149189251,99873168182,99992456850,93327756072,99401541241,99971172489,89932310001,98179324042,99992457582,99992457582,99992457582,99992457546,99992456850,99970724292,98174024055,99397791270,99871327205,96143189310,99992457479,99992456266,99967942979,98036766335,99330173729,92908300511,99846464994,95921122872,79238773308,99721399958,98378015778,99992457582,99978008853,19630609396,888253,10.28070602,17156,290066418.9,261893796.6,16914.05963,15271.28617,329.75,297.7231207,2.22408819,0.102832799,0.096526219,,
2/25/2018,6661,1403,213245,1160494,284,53352,486265,140,9237,1160733,1160715,1160700,1160683,481783,9185,1160494,52979,1160642,211408,1397,454963,7861,1160436,46495,242,1160575,187374,1183,1614542031,23371,85271635863,1.253833132,0.922173364,90449757168,,66524288366,72138592329,0.00446143,0.004035657,0.00003,2.7137E-05,3521.660255,3185.57353,0.93316437,1015.957997,110.2527055,747.220168,81.08902669,9.41939E-05,0.90456583,15830.40634,-25.00738868,0.902875271,9.32087E-05,0.001082581,0.735391368,0.902875271,0.006012597,99477181196,88277754368,3466294973,94268026788,94588860659,14457831569,96754786335,97545174974,99470655214,9350122909,84884363000,99477181196,94.27514073,96143182792,99873064789,99992453329,93309395380,99400958664,99971150033,89935543923,98177217503,99992454060,99992454060,99992454060,99992454024,99992453329,99970701836,98172017515,99397228692,99871227811,96137182852,99992453957,99992452744,99967950896,98035875599,99330389936,92878797033,99846539948,95918385896,79233469421,99721020850,98376029938,99992454060,99978006215,19642743682,789356,9.136064815,13904,98421838.68,89029032.16,7084.955833,6408.808951,302.3617155,273.506076,2.224756111,0.102806318,0.095860434,,
2/26/2018,7850,1401,213549,1161899,283,53422,486847,140,9246,1162138,1162120,1162105,1162088,482368,9195,1161899,53047,1162047,211709,1395,458781,8040,1161844,47537,249,1161980,190573,1205,1614542031,23729,87425426651,1.28451815,0.944922389,92733566866,,68217038061,72193270963,0.00480248,0.004453847,0.000012,1.11289E-05,2981.977453,2765.502821,0.933130057,771.3606265,113.0640401,567.4313951,83.17262227,8.99314E-05,0.927405678,16301.0117,-23.06836308,0.90456583,9.41939E-05,0.001073909,0.735207313,0.90456583,0.006021527,99477186445,88274068927,3246754692,94268806786,94589464596,14450940560,96754392126,97544930161,99470366616,6269074401,84882378288,99477186445,94.2759236,96137300941,99872913850,99992450347,93305961563,99400089134,99971123830,89930484578,98174934089,99992451078,99992451078,99992451078,99992451042,99992450347,99970675933,98169834101,99396339162,99871073872,96131301001,99992450975,99992449795,99968278369,98052236817,99340155658,92963187368,99849555517,95938703924,79227658806,99720606748,98374033524,99992451078,99978005161,19656807384,620924,7.18662037,18933,129631261.5,120220767.9,6850.395608,6353.095782,297,275.4394863,2.225826137,0.10275804,0.096056189,,
2/27/2018,8007,1401,213902,1163412,282,53508,487421,140,9252,1163651,1163633,1163618,1163601,482941,9201,1163412,53131,1163560,212060,1394,459803,8074,1163357,47739,248,1163493,191336,1209,1614542032,23391,87794418492,1.297826739,0.954846022,93124685912,,68514334920,71754328287,0.00473382,0.004408688,0.000022,2.0489E-05,3426.662073,3191.309312,0.933136275,868.8908835,113.713899,639.2663816,83.66237247,8.74139E-05,0.931317195,16635.24714,-31.24436515,0.927405678,8.99314E-05,0.001071077,0.752276499,0.927405678,0.006032757,99477211696,88262834262,6305542084,94269083533,94588376043,14422464340,96752753853,97544854438,99469674715,9353045661,84876241906,99477211696,94.2762036,96134798666,99872794513,99992446920,93306580122,99398994292,99971094623,89936926800,98172258122,99992447652,99992447652,99992447651,99992447616,99992446920,99970646626,98167158134,99395224320,99870952535,96127798726,99992447549,99992446369,99968297575,98052598077,99340316060,92963985332,99849879119,95940503102,79221194096,99720102167,98371827459,99992447652,99978002799,19667091690,723868,8.378101852,18581,115080557.9,107176502.5,6204.035116,5777.924585,303,282.1891102,2.167020344,0.102428992,0.093148284,,
2/28/2018,8151,1407,214313,1164813,283,53613,488041,140,9259,1165052,1165034,1165019,1165002,483562,9208,1164813,53235,1164961,212470,1400,454075,7743,1164753,45945,241,1164894,186185,1160,1614542032,24013,83271981274,1.236485271,0.909233275,88332752687,,64954334624,71438580591,0.00514282,0.004543138,0.000015,1.32509E-05,2738.12273,2418.841925,0.932995079,492.7377358,107.8364783,362.3282508,79.2961442,8.5708E-05,0.883394268,15874.81522,-29.64879925,0.931317195,8.74139E-05,0.001064298,0.760496854,0.931317195,0.006043086,99477223401,88262722389,6746748878,94263664915,94590653170,14420384103,96752720952,97544822070,99469512310,8778808272,84851352174,99477223401,94.27078715,96133280159,99872674683,99992444182,93292459018,99397992752,99971072797,89894767135,98168713181,99992444914,99992444914,99992444913,99992444877,99992444182,99970624900,98163613193,99394212781,99870831705,96126280219,99992444810,99992443575,99967576165,98011806788,99318398589,92862558134,99843635389,95878523700,79215559314,99719448472,98368966364,99992444914,99978002459,19628096667,532417,6.162233796,18810,202932387,179269307.5,10803.97144,9544.166443,420,371.0255926,2.159851148,0.102498748,0.092703958,,
3/1/2018,8892,1408,214603,1166244,284,53683,488599,143,9262,1166483,1166465,1166450,1166433,484121,9211,1166244,53302,1166392,212764,1403,458994,7992,1166188,47327,248,1166325,190223,1203,1614542032,23628,86277860137,1.271160476,0.934268701,91520873299,,67265375994,71997890898,0.00526306,0.004817163,0.000015,1.37292E-05,3594.225718,3289.715425,0.932888014,72.02362857,109.9925255,52.93542644,80.84154267,8.37888E-05,0.915277916,17073.71872,-16.05024528,0.883394268,8.5708E-05,0.001037671,0.723941009,0.883394268,0.006051233,99477229806,88258290623,9600966472,94264112174,94589744163,15837667642,96752456762,97544539189,99468274307,11445677628,84831190997,99477229806,94.27123784,96125281395,99872542810,99992440588,93281750034,99397201463,99971044534,89927545813,98165402885,99992441319,99992441319,99992441319,99992441283,99992440588,99970596736,98160302898,99393391491,99870703833,96120281455,99992441216,99992440026,99968032683,98035717581,99332189495,92916233386,99847665334,95917002944,78734885113,99719085208,98366713247,99992441319,99977999602,19691710067,682915,7.904108796,17816,1388328293,1270706227,77932.69694,71330.07644,400,366.1111664,2.17192318,0.102167263,0.089756544,,
3/2/2018,8456,1412,214937,1167557,284,53810,489162,143,9278,1167796,1167778,1167763,1167746,484683,9227,1167557,53429,1167705,213096,1407,456849,7846,1167499,46593,242,1167638,188293,1182,1614542033,23849,84714303990,1.248722861,0.917247911,89843012682,,65994079469,71947920136,0.00575368,0.00516967,0.000012,1.0782E-05,2663.615652,2393.25351,0.932541288,219.5465539,107.4535435,161.2676634,78.92987418,8.15774E-05,0.898498065,14550.90422,-18.97741867,0.915277916,8.37888E-05,0.001052888,0.74525352,0.915277916,0.00605825,99477237143,88280545713,7167449031,94284347688,94609753945,15824779617,96770624450,97544450224,99468067889,11304898882,84803522467,99477237143,94.29147739,96116287899,99872411427,99992437925,93247077502,99396529714,99971023753,89865751539,98162125806,99992438656,99992438656,99992438655,99992438620,99992437925,99970575856,98157025818,99392719742,99870570449,96111287959,99992438553,99992437340,99967713541,98014623176,99322031138,92817510801,99845040196,95880550417,78720137233,99718532584,98363212068,99992438656,99977999476,19649287732,462941,5.358113426,18071,455449820.9,409220782.9,25223.57521,22663.33353,427.306,383.9336143,2.172726681,0.102184479,0.089679265,,
3/3/2018,6694,1415,215251,1168886,285,53902,489726,143,9314,1169125,1169107,1169092,1169075,485247,9263,1168886,53521,1169034,213405,1410,457114,7830,1168828,46586,242,1168967,188319,1184,1614542033,23359,84466086616,1.245266701,0.914709121,89580907130,,65801544978,71937125641,0.005612,0.005027661,0.000015,1.34382E-05,3615.515074,3239.056234,0.932453797,897.261762,107.0618089,659.082522,78.64211981,7.84091E-05,0.895876844,13755.6464,-4.829842074,0.898498065,8.15774E-05,0.001050441,0.728893892,0.898498065,0.006067586,99477268476,88280404906,4496970578,94283145256,94609884358,15803725043,96770227161,97543993802,99467907899,11281959238,84787509939,99477268476,94.29027828,96115787454,99872287107,99992434309,93238325711,99395630492,99970999385,89843116844,98160002435,99992435040,99992435040,99992435040,99992435004,99992434309,99970551488,98154902447,99391820519,99870441129,96110787513,99992434937,99992433725,99967656027,98007127906,99320043815,92798475627,99844596945,95878831438,78717256880,99718036557,98359463585,99992435040,99977996554,19649277599,644247,7.4565625,15564,111441765.7,99838097.33,7163.664908,6417.761509,399.374963,357.7907814,2.168782533,0.101940882,0.084645641,,
3/4/2018,7233,1415,215567,1170159,286,54013,490230,143,9336,1170399,1170381,1170366,1170349,485753,9285,1170159,53632,1170307,213717,1410,474590,8759,1170108,51936,261,1170241,203942,1306,1614542033,23381,94143197765,1.382551598,1.015651651,99844127094,,73347607909,72217288108,0.00618818,0.006179002,0.000012,1.19822E-05,4016.790973,4010.833463,0.932591449,712.137596,119.2071739,523.1513429,87.5721117,8.7111E-05,0.998516848,15882.74163,11.61205727,0.895876844,7.84091E-05,0.00104856,0.724270536,0.895876844,0.006074922,99477309459,88279227298,3122106892,94283033793,94608801814,14621080410,96769768253,97543867165,99466938033,10924683078,84779803133,99477309459,94.29017059,96113686056,99872171249,99992430291,93252086128,99394926766,99970972311,89834083867,98157082649,99992431024,99992431023,99992431023,99992430986,99992430291,99970524614,98151982662,99391116793,99870321272,96108686115,99992430920,99992429781,99969408276,98099370111,99374154583,93002083689,99860545234,96004663635,78721781902,99717548851,98355878619,99992431024,99977992454,19656511151,649107,7.5128125,17506,140411672.7,140203420.9,8023.536135,8011.636015,499.98,499.2384539,2.16882471,0.102196562,0.086430379,,
3/5/2018,11962,1417,215728,1171864,285,54067,490474,144,9328,1172105,1172087,1172072,1172055,485992,9276,1171864,53689,1172013,213877,1412,464289,8181,1171811,48637,251,1171946,194580,1230,1614542033,22808,89051538561,1.309907803,0.962180003,94443908831,,69372852292,72099661234,0.00613639,0.005795886,0.000012,1.13341E-05,5232.085394,4941.760259,0.93246487,225.1958025,112.2903568,165.4153808,82.48178664,8.1842E-05,0.944510628,15254.94735,0.196407128,0.998516848,8.7111E-05,0.001159542,0.808838291,0.998516848,0.006079767,99477360227,88279991454,4238631734,94283257347,94608951295,14133351105,96769724180,97542725115,99466900800,10934702477,84760494280,99477360227,94.2903991,96110367157,99872088014,99992425056,93239424344,99394446489,99970926171,89926316224,98154844578,99992425791,99992425791,99992425791,99992425754,99992425056,99970477973,98149644591,99390666516,99870237037,96105367217,99992425687,99992424526,99968282554,98038854882,99339432170,92897065490,99850688316,95921531819,78724779767,99717514622,98355623471,99992425791,99977984791,19648409275,852633,9.8684375,26103,444024376.5,419385742.4,17147.31215,16195.81856,500,472.2553138,2.172625842,0.102245879,0.086581747,,
3/6/2018,8551,1416,216106,1173239,285,54125,491002,144,9328,1173480,1173462,1173447,1173430,486520,9277,1173239,53748,1173388,214255,1410,458662,7827,1173181,46842,243,1173321,189344,1183,1614542034,23549,84691792908,1.248390711,0.917132103,89819809413,,65986257287,71948476220,0.00490709,0.004407873,0.00002,1.79653E-05,4072.802173,3658.460398,0.932511733,433.4075167,106.7260214,318.4034802,78.40643123,8.41307E-05,0.898266167,14702.17096,8.996949181,0.944510628,8.1842E-05,0.00110909,0.763691239,0.944510628,0.006090739,99476363155,88272720157,4712033404,94283627720,94605538144,14105452372,96769439028,97541463542,99465432165,11112197276,84718329660,99476363155,94.29077334,96109911596,99871973039,99992420983,93244106439,99393370718,99970902508,89932037860,98152713368,99992421719,99992421719,99992421718,99992421682,99992420983,99970454311,98147613380,99389600745,99870122062,96103911706,99992421615,99992420399,99967589670,97998298031,99318194512,92814249200,99844477263,95871020759,78700849298,99716980933,98354400312,99992421719,99977980528,19659530071,829983,9.606284722,20208,230712246.3,207241005.2,11423.27266,10261.13935,500,449.1330836,2.174162599,0.102320539,0.083378704,,
3/7/2018,9860,1420,216608,1174725,286,54271,491872,144,9341,1174965,1174947,1174932,1174915,487387,9290,1174725,53891,1174873,214760,1414,454193,7582,1174664,45566,244,1174806,185299,1141,1614542034,23665,80431196892,1.188495875,0.873262435,85300047937,,62675293342,71771429541,0.00415546,0.003544878,0.000012,1.02368E-05,3004.633716,2563.14832,0.932450946,438.6138156,103.2872444,322.2770704,75.89161438,8.61414E-05,0.853065153,12461.97891,27.07142342,0.898266167,8.41307E-05,0.001105768,0.723443788,0.898266167,0.00610629,99477404167,88270189191,4553640893,94284940182,94606036587,14077451873,96770667793,97542370972,99465859896,11097845613,82604117336,99477404167,94.29208873,96103767781,99871815550,99992417982,93238025462,99391868793,99970886341,89920854454,98147512553,99992418714,99992418714,99992418713,99992418677,99992417982,99970437844,98142412565,99388068821,99869967573,96097767891,99992418610,99992417363,99966963424,97963717185,99300480988,92807855028,99839131851,95812990674,78681502547,99716060003,98349393043,99992418714,99977979396,19670620725,723057,8.368715278,20539,227973709.8,194476427.6,11109.2383,9476.904064,502,428.2387066,2.175047226,0.102277959,0.07440766,,
3/8/2018,8845,1417,217175,1176363,285,54420,492849,144,9368,1176605,1176587,1176572,1176555,488365,9317,1176363,54044,1176511,215329,1411,448390,7299,1176293,44146,239,1176443,180964,1097,1614542035,23251,76269809415,1.12991307,0.830230075,80884448840,,59431741986,71584665234,0.00480233,0.003884633,0.000026,2.10316E-05,4717.693413,3816.16981,0.932273484,615.342975,118.7402752,452.1376537,87.24719648,8.6695E-05,0.808905852,12423.83497,5.697227156,0.853065153,8.61414E-05,0.001134766,0.691470481,0.853065153,0.006124083,99477399430,88200192041,4130136147,94287622253,94605737824,14054462059,96772233107,97542249623,99465667652,7944132322,82596227827,99477399430,94.29477546,96091130070,99871600852,99992413262,93220276191,99390147159,99970861543,89915655461,98142860556,99992413996,99992413996,99992413996,99992413957,99992413262,99970413146,98137760569,99386387187,99869754875,96085130179,99992413889,99992412535,99966122895,97921874662,99279892132,92741644584,99833022957,95750820817,78656717360,99714958948,98344002830,99992413996,99977973244,19671687723,982376,11.37009259,19329,162498668.3,131446123.8,8411.729897,6804.297539,469.85,380.0644146,2.17476969,0.102376243,0.071445467,,
3/9/2018,9106,1419,217535,1177775,286,54508,493493,144,9388,1178017,1177999,1177984,1177967,489009,9337,1177775,54129,1177923,215687,1413,451300,7436,1177710,44767,239,1177855,183201,1112,1614542035,22938,78039086825,1.159162033,0.851884267,82760884124,,60822122458,71397166040,0.00499856,0.004137167,0.00003,2.48302E-05,5319.401691,4402.718094,0.932058847,420.4312117,121.3030866,308.980733,89.14732205,8.92066E-05,0.827671672,12658.38845,16.03517273,0.808905852,8.6695E-05,0.001156675,0.657286374,0.808905852,0.006134595,99477394153,88195023769,7699974426,94287492759,94605166450,14033153025,96770956611,97542194354,99465624873,8840458541,82586962316,99477394153,94.29465097,96082154389,99871461029,99992407943,93198809175,99389125874,99970833642,89901307253,98140492090,99992408677,99992408677,99992408676,99992408638,99992407943,99970385245,98135392102,99385335903,99869613052,96076154499,99992408570,99992407277,99966372295,97933794992,99285450213,92712917081,99835182612,95757660415,78628603539,99714397866,98341094195,99992408677,99977965331,19685728477,1064186,12.31696759,21055,237832981.7,196847621.7,11386.03022,9423.894678,500.475,414.2289803,2.176376105,0.102378195,0.070213165,,
3/10/2018,6421,1424,217936,1179090,284,54587,494208,144,9394,1179332,1179314,1179299,1179282,489729,9343,1179090,54207,1179238,216086,1418,445010,7091,1179015,43198,236,1179170,178249,1066,1614542035,23074,73189826253,1.092079868,0.802584511,77618153837,,57042648481,71073697169,0.00427396,0.003317621,0.00003,2.32872E-05,4040.594524,3136.4731,0.931854986,462.5784615,113.6269397,339.9552717,83.50600029,8.83441E-05,0.776240497,12509.30804,0.469940663,0.827671672,8.92066E-05,0.001141127,0.671575623,0.827671672,0.006145813,99477390112,88123453755,6573719762,94287564960,94605560622,13485191095,96770629930,97542015252,99465608881,8791189420,82579026471,99477390112,94.29472699,96081647939,99871323194,99992403902,93178420817,99388034696,99970813535,89865697850,98137335778,99992404636,99992404636,99992404636,99992404597,99992403902,99970365638,98132235791,99384234725,99869473217,96075648049,99992404529,99992403112,99965479100,97886860643,99263826548,92675939120,99828379235,95694304189,78582133749,99713751219,98338481197,99992404636,99977961165,19685707318,945398,10.94210648,14392,216163122.5,167794569.5,15036.29767,11671.78317,325.7851345,252.8876146,2.177564858,0.102503222,0.069836796,,
