time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd
1/1/2013,0,44,122,136,41,98,136,15,47,136,136,136,136,136,47,136,98,136,122,44,,,,,,,,,1613989843,4164,,,,,,,,,,,,0,,0.99986608,,,,,,,,,,,,,,1.98232E-06,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997608019,99999995384,1E+11,99986608019,99999841419,1E+11,99356608019,99999259501,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999259501,99999841419,99999995384,99997608019,,,,,,,,,99999861419,99156608019,79997608219,1E+11,1E+11,2892340298,0,0,0,0,,,,,,0,,,,
1/2/2013,10,45,125,139,42,101,139,15,48,139,139,139,139,139,48,139,101,139,125,45,,,,,,,,,1613989955,4703,,,,,,,,0.00001,,0.00001,,0.00018,,0.99986558,9940.357853,,288.5089759,,,,,,,,,,,1.98232E-06,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997558019,99999995384,1E+11,99986558019,99999841419,1E+11,99346558019,99999199501,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999199501,99999841419,99999995384,99997558019,,,,,,,,,99999831419,99146558019,79997608219,1E+11,99999999986,2902400298,18,0.000208333,3,10060000,,3353333.333,,50000,,0.0001006,,,,
1/3/2013,8,45,129,145,42,103,145,15,48,145,145,145,145,145,48,145,103,145,129,45,,,,,,,,,1613990481,4780,,,,,,,,0.00001,,0.00001,,0.0001,,0.99986557,2421307.506,,70277.02901,,,,,,,,,,,2.24483E-06,1E+11,1E+11,8190052465,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997557019,99999994084,1E+11,99986557019,99999820419,1E+11,99346557019,99999198501,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999198501,99999820419,99999994084,99997557019,,,,,,,,,99999790419,99246557019,79997608219,1E+11,99999999993,2902441298,10,0.000115741,6,41300,,6883.333333,,10000,,0.000101013,,,,
1/4/2013,9,45,130,147,42,104,147,15,49,147,147,147,147,147,49,147,104,147,130,45,,,,,,,,,1613990595,4024,,,,,,,,0.00001,,0.00001,,0.00019,,0.99986557,142628.3012,,4140.700938,,,,,,,,,,,2.25954E-06,1E+11,1E+11,8179551482,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997557019,99999993084,1E+11,99986557019,99999819242,1E+11,99346557019,99999188324,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999188324,99999819242,99999993084,99997557019,,,,,,,,,99999779242,99246557019,79997608219,1E+11,99999999995,2903141175,19,0.000219907,6,701123.1235,,116853.8539,,10000,,0.000108024,,,,
1/5/2013,12,45,131,149,42,106,149,15,49,149,149,149,149,149,49,149,106,149,131,45,,,,,,,,,1613990676,3201,,,,,,,,0.00001,,0.00001,,0.00025,,0.999865563,9344047.842,,271271.8627,,,,,,,,,,,2.13829E-06,1E+11,1E+11,10179550608,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997556319,99999992784,1E+11,99986556319,99999828942,1E+11,99346556319,99999177624,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999177624,99999828942,99999992784,99997556319,,,,,,,,,99999768942,99246556319,79997608219,1E+11,99999999996,2903151475,25,0.000289352,5,10702,,2140.4,,200,,0.000108131,,,,
1/6/2013,9,45,131,153,42,106,153,15,49,153,153,153,153,153,49,153,106,153,131,45,,,,,,,,,1613990752,4360,,,,,,,,0.00001,,0.00001,,0.00039,,0.999865554,9174311.927,,266345.172,,,,,,,,,,,2.15454E-06,1E+11,1E+11,10179860131,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997555419,99999991484,1E+11,99986555419,99999827642,1E+11,99346555419,99999176724,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999176724,99999827642,99999991484,99997555419,,,,,,,,,99999767642,99346555419,79997608219,1E+11,99999999996,2903162375,39,0.000451389,6,10900,,1825,,300,,0.000108241,,,,
1/7/2013,9,45,132,156,42,107,156,15,49,156,156,156,156,156,49,156,107,156,132,45,,,,,,,,,1613990837,2819,,,,,,,,0.00001,,0.00001,,0.00017,,0.999865544,8695652.174,,252449.8587,,,,,,,,,,,2.16704E-06,1E+11,1E+11,8180330406,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997554419,99999989984,1E+11,99986554419,99999826642,1E+11,99346554419,99999165724,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99999165724,99999826642,99999989984,99997554419,,,,,,,,,99999756642,99346554419,79997608219,1E+11,99999999997,2903173375,17,0.000196759,3,11500,,3833.333333,,1000,,0.000108356,,,,
1/8/2013,16,45,138,165,42,112,165,15,48,165,165,165,165,165,48,165,112,165,138,45,,,,,,,,,1613990950,3327,,,,,,,,0.00001,,0.00001,,0.00093,,0.999865541,552950.5441,,16054.11,,,,,,,,,,,2.29613E-06,1E+11,1E+11,8179749396,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,100,99997554119,99999989191,1E+11,99986554119,99999816315,1E+11,99346554119,99998903829,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998903829,99999816315,99999989191,99997554119,,,,,,,,,99999696315,99406554119,79997608219,1E+11,99999999997,2903353685,93,0.001076389,15,180848,,12056.53333,,200,,0.000110164,,,,
1/9/2013,21,45,147,171,42,115,171,15,49,171,171,171,171,171,49,171,115,171,147,45,,,,,,,,,1613991025,4324,,,,,,,,0.00001,,0.00001,,0.00049,,0.999860941,104056.9733,,3021.152383,,,,,,,,,,,2.91243E-06,1E+11,1E+11,88176606493,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,90188360412,1E+11,1E+11,100,99997094120,99999990084,1E+11,99986094120,99999767014,1E+11,99346094120,99998844540,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998844540,99999767014,99999990084,99997094120,,,,,,,,,99999617014,99466094120,79997158219,1E+11,99999999997,2903363694,49,0.00056713,14,961012,,68643.71429,,10000,,0.000119774,,,,
1/10/2013,24,45,161,190,42,125,190,15,50,190,190,190,190,190,50,190,125,190,161,45,,,,,,,,,1613991108,4447,,,,,,,,0.00001,,0.00001,,0.00091,,0.999855941,139684.3135,,4055.823011,,,,,,,,,,,3.16496E-06,1E+11,1E+11,88176986605,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,90178299402,1E+11,1E+11,100,99996594120,99999985884,1E+11,99985594120,99999746814,1E+11,99345594120,99998675925,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998675925,99999746814,99999985884,99996594120,,,,,,,,,99999496814,99565594120,79996658219,1E+11,99999999997,2903563694,91,0.001053241,23,715900,,31126.08696,,10000,,0.000126933,,,,
1/11/2013,14,45,162,192,42,128,192,15,50,192,192,192,192,192,50,192,128,192,162,45,,,,,,,,,1613991197,4428,,,,,,,,0.00001,,0.00001,,0.00021,,0.999855941,3447562.573,,100102.8647,,,,,,,,,,,2.92738E-06,1E+11,1E+11,79998300383,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,90178289032,1E+11,1E+11,100,99996594120,99999984889,1E+11,99985594120,99999765819,1E+11,99345594120,99998655924,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998655924,99999765819,99999984889,99996594120,,,,,,,,,99999485819,99565594120,79996658219,1E+11,99999999997,2903583695,21,0.000243056,5,29006,,5801.2,,9000,,0.000127223,,,,
1/12/2013,7,45,163,194,42,126,194,15,50,194,194,194,194,194,50,194,126,194,163,45,,,,,,,,,1613991279,4472,,,,,,,,0.00001,,0.00001,,0.00032,,0.999855941,9089256.499,,263915.0786,,,,,,,,,,,3.3024E-06,1E+11,1E+11,1951964.121,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,90178257855,1E+11,1E+11,100,99996594120,99999984289,1E+11,99985594120,99999735819,1E+11,99345594120,99998645924,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998645924,99999735819,99999984289,99996594120,,,,,,,,,99999475819,99565594120,79996658219,1E+11,99999999997,2903593695,32,0.00037037,6,11002,,1833.666667,,200,,0.000127333,,,,
1/13/2013,6,45,163,199,42,126,199,15,50,199,199,199,199,199,50,199,126,199,163,45,,,,,,,,,1613991364,4496,,,,,,,,0.00001,,0.00001,,0.00026,,0.999855941,22727272.73,,659907.6579,,,,,,,,,,,3.3024E-06,1E+11,1E+11,1331784.122,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88178237955,1E+11,1E+11,100,99996594120,99999980289,1E+11,99985594120,99999735819,1E+11,99345594120,99998645924,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998645924,99999735819,99999980289,99996594120,,,,,,,,,99999475819,99565594120,79996658219,1E+11,99999999998,2903593695,26,0.000300926,10,4400,,520,,200,,0.000127385,,,,
1/14/2013,11,45,166,203,42,128,203,15,50,203,203,203,203,203,50,203,128,203,166,45,,,,,,,,,1613991453,4330,,,,,,,,0.00001,,0.00001,,0.00016,,0.999855941,1424501.425,,41362.58825,,,,,,,,,,,3.10949E-06,1E+11,1E+11,531537.1215,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88178227355,1E+11,1E+11,100,99996594120,99999980089,1E+11,99985594120,99999725819,1E+11,99345594120,99998575924,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998575924,99999725819,99999980089,99996594120,,,,,,,,,99999445819,99615594120,88175594720,1E+11,99999999998,2903653695,16,0.000185185,4,70200,,17550,,10000,,0.000128087,,,,
1/15/2013,22,45,171,207,42,129,207,15,50,207,207,207,207,207,50,207,129,207,171,45,,,,,,,,,1613991538,4592,,,,,,,,0.00001,,0.00001,,0.0008,,0.99985594,3016500.256,,87589.6261,,,,,,,,,,,3.33744E-06,1E+11,1E+11,8180436822,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88178215643,1E+11,1E+11,100,99996594020,99999980189,1E+11,99985594020,99999705719,1E+11,99345594020,99998545814,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998545814,99999705719,99999980189,99996594020,,,,,,,,,99999415719,99615594020,88175594620,1E+11,99999999998,2903683695,80,0.000925926,15,33151,,2210.066667,,100,,0.000128419,,,,
1/16/2013,23,45,173,211,42,130,211,15,50,211,211,211,211,211,50,211,130,211,173,45,,,,,,,,,1613991682,4589,,,,,,,,0.00001,,0.00001,,0.00063,,0.999855944,4645086.801,,134879.556,,,,,,,,,,,3.45097E-06,1E+11,1E+11,8180296978,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88178155955,1E+11,1E+11,100,99996594420,99999979583,1E+11,99985594420,99999695709,1E+11,99345594420,99998525804,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998525804,99999695709,99999979583,99996594420,,,,,,,,,99999395709,99665594420,88175594620,1E+11,99999999998,2903703672,63,0.000729167,20,21528.123,,1076.40615,,21.5,,0.000128634,,,,
1/17/2013,19,45,177,219,42,133,219,15,50,219,219,219,219,219,50,219,133,219,177,45,,,,,,,,,1613991774,4489,,,,,,,,0.00001,,0.00001,,0.0012,,0.999855944,1105703.947,,32107.25089,,,,,,,,,,,3.5646E-06,1E+11,1E+11,8180257063,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88177987237,1E+11,1E+11,100,99996594420,99999979283,1E+11,99985594420,99999685689,1E+11,99345594420,99998445784,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998445784,99999685689,99999979283,99996594420,,,,,,,,,99999355689,99665594420,88175594620,1E+11,99999999998,2903783692,120,0.001388889,28,90440.12212,,3230.004361,,40,,0.000129539,,,,
1/18/2013,21,45,185,232,42,134,232,15,50,232,232,232,232,232,50,232,134,232,185,45,,,,,,,,,1613991871,5007,,,,,,,,0.00001,,0.00001,,0.00089,,0.999855944,1694628.029,,49209.0102,,,,,,,,,,,4.01824E-06,1E+11,1E+11,8179400142,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,8181188995,1E+11,1E+11,100,99996594420,99999977273,1E+11,99985594420,99999645689,1E+11,99345594420,99998395784,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998395784,99999645689,99999977273,99996594420,,,,,,,,,99999305689,99755594420,88175594620,1E+11,99999999997,2903823692,89,0.001030093,13,59010,,4539.230769,,1000,,0.000130129,,,,
1/19/2013,14,45,188,238,42,137,238,15,49,238,238,238,238,238,49,238,137,238,188,45,,,,,,,,,1613991987,4643,,,,,,,,0.00001,,0.00001,,0.00033,,0.999855944,1960784.314,,56938.69984,,,,,,,,,,,4.24506E-06,1E+11,1E+11,830801.1193,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,8180579335,1E+11,1E+11,100,99996594420,99999974273,1E+11,99985594420,99999625689,1E+11,99345594420,99998274397,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998274397,99999625689,99999974273,99996594420,,,,,,,,,99999255689,99755594420,88175594620,1E+11,99999999998,2903873692,33,0.000381944,6,51000,,8500,,10000,,0.000130639,,,,
1/20/2013,6,45,188,239,42,137,239,15,49,239,239,239,239,239,49,239,137,239,188,45,,,,,,,,,1613992093,4475,,,,,,,,0.00001,,0.00001,,0.00019,,0.999855944,98039215.69,,2846934.992,,,,,,,,,,,4.24506E-06,1E+11,1E+11,615650.9974,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,8180569335,1E+11,1E+11,100,99996594420,99999973273,1E+11,99985594420,99999625689,1E+11,99345594420,99998274397,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998274397,99999625689,99999973273,99996594420,,,,,,,,,99999255689,99755594420,88175594620,1E+11,99999999998,2903873692,19,0.000219907,3,1020,,340,,10,,0.000130649,,,,
1/21/2013,12,45,191,242,42,138,242,15,49,242,242,242,242,242,49,242,138,242,191,45,,,,,,,,,1613992194,4626,,,,,,,,0.00001,,0.00001,,0.00037,,0.999855944,4761678.015,,138274.0675,,,,,,,,,,,4.35847E-06,1E+11,1E+11,576924.1204,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,8180568135,1E+11,1E+11,100,99996594420,99999973274,1E+11,99985594420,99999615689,1E+11,99345594420,99998274397,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998274397,99999615689,99999973274,99996594420,,,,,,,,,99999235689,99795594420,88175594620,1E+11,99999999998,2903893692,37,0.000428241,4,21001,,5250.25,,5500,,0.000130859,,,,
1/22/2013,27,45,200,252,42,144,252,15,50,252,252,252,252,252,50,252,144,252,200,45,,,,,,,,,1613992282,4251,,,,,,,,0.00001,,0.00001,,0.00054,,0.999850944,169198.153,,4913.469826,,,,,,,,,,,4.6985E-06,1E+11,1E+11,79997920221,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88177174577,1E+11,1E+11,100,99996094425,99999972274,1E+11,99985094425,99999585709,1E+11,99345094425,99998235804,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998235804,99999585709,99999972274,99996094425,,,,,,,,,99999145709,99815094425,88175094625,1E+11,99999999998,2903973677,54,0.000625,17,591023,,34766.05882,,10000,,0.000136769,,,,
1/23/2013,30,45,207,259,42,145,259,15,50,259,259,259,259,259,50,259,145,259,207,45,,,,,,,,,1613992427,4529,,,,,,,,0.00001,,0.00001,,0.00123,,0.999850944,990707.1668,,28770.76709,,,,,,,,,,,5.26338E-06,1E+11,1E+11,88176863976,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88177143870,1E+11,1E+11,100,99996094413,99999971963,1E+11,99985094413,99999535901,1E+11,99345094413,99998135792,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998135792,99999535901,99999971963,99996094413,,,,,,,,,99999085901,99815094413,88175094613,1E+11,99999999998,2904063689,123,0.001423611,12,100938,,8411.5,,5250,,0.000137779,,,,
1/24/2013,19,45,213,266,42,149,266,15,50,266,266,266,266,266,50,266,149,266,213,45,,,,,,,,,1613992531,4805,,,,,,,,0.00001,,0.00001,,0.00046,,0.999850944,1652619.402,,47993.94627,,,,,,,,,,,5.49009E-06,1E+11,1E+11,8180596210,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88177081096,1E+11,1E+11,100,99996094413,99999971463,1E+11,99985094413,99999515911,1E+11,99345094413,99998075792,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998075792,99999515911,99999971463,99996094413,,,,,,,,,99999025911,99825094413,88175094613,1E+11,99999999998,2904113689,46,0.000532407,9,60510,,6723.333333,,10000,,0.000138384,,,,
1/25/2013,19,45,219,274,42,150,274,15,50,274,274,274,274,274,50,274,150,274,219,45,,,,,,,,,1613992633,4080,,,,,,,,0.00001,,0.00001,,0.00044,,0.999850937,2226576.416,,64663.21001,,,,,,,,,,,5.83836E-06,1E+11,1E+11,8180470963,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,88177009530,1E+11,1E+11,100,99996093703,99999969753,1E+11,99985093703,99999485202,1E+11,99345093703,99998035083,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99998035083,99999485202,99999969753,99996093703,,,,,,,,,99998985202,99835093703,88175093903,1E+11,99999999998,2904154088,44,0.000509259,13,44912,,3454.769231,,1000,,0.000138833,,,,
1/26/2013,36,58,240,297,54,168,297,26,62,297,297,297,297,297,62,297,168,297,240,58,,,,,,,,,1613992738,4303,,,,,,,,0.00001,,0.00001,,0.00046,,0.999753853,1.165364242,,0.033844789,,,,,,,,,,,2.97109E-05,1E+11,1E+11,94096564243,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,94096996720,1E+11,1E+11,100,99996385103,99999968753,1E+11,99975385303,99999465204,1E+11,99239227084,99997955085,1E+11,1E+11,1E+11,1E+11,1E+11,1E+11,99997955085,99999465204,99999968753,99996385103,,,,,,,,,99998785204,99455385303,18000000000,1E+11,99999999998,2904224086,46,0.000532407,29,85810081001,,2958968310,,1000000000,,0.858239643,,,,
1/27/2013,16,58,253,299,53,186,299,26,62,299,299,299,299,299,62,299,169,299,242,58,,,,,,,,,1613992837,4220,,,,,,,,0.00001,,0.00001,,0.0003,,0.999653754,3310929.047,,96157.46404,,,,,,,,,,,2.08164E-05,99999990000,99999990000,85927564693,99999990000,99999990000,99999990000,99999990000,99999990000,99999990000,94106956843,99999990000,99999990000,100,99996365103,99999969753,99999990000,99965365403,99999615305,99999990000,99239207184,99997925186,99999990000,99999990000,99999990000,99999990000,99999990000,99999990000,99997925186,99999445305,99999958753,99996365103,,,,,,,,,99998755305,99455365403,18000000000,99999990000,99999999998,2904243886,30,0.000347222,8,30203,,3775.375,,100,,0.858240031,,,,
1/28/2013,14,58,254,305,53,186,305,26,62,305,305,305,305,305,62,305,169,305,244,58,,,,,,,,,1613992934,4250,,,,,,,,0.00001,,0.00001,,0.0004,,0.999653755,7062146.179,,205102.6685,,,,,,,,,,,1.42484E-05,99999989900,99999989900,8290267080,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,94106943356,99999989900,99999989900,100,99996365103,99999968143,99999989900,99965365403,99999605195,99999989900,99239207184,99997915076,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997915076,99999435195,99999958143,99996365103,,,,,,,,,99998745195,99505365403,27000000000,99999989900,99999999998,2904253786,40,0.000462963,8,14160,,1770,,375,,0.858240173,,,,
1/29/2013,12,58,257,308,53,186,308,26,62,308,308,308,308,308,62,308,169,308,247,58,,,,,,,,,1613993036,4361,,,,,,,,0.00001,,0.00001,,0.00076,,0.999653661,7137248.583,,207284.504,,,,,,,,,,,1.45965E-05,99999989900,99999989900,8280236325,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,94106932361,99999989900,99999989900,100,99996355704,99999968143,99999989900,99965356004,99999595796,99999989900,99239197785,99997905677,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997905677,99999425796,99999958143,99996355704,,,,,,,,,99998735796,99505356004,27000000000,99999989900,99999999998,2904263185,76,0.00087963,5,14011,,2802.2,,2000,,0.858240313,,,,
1/30/2013,20,58,261,312,53,188,312,26,62,312,312,312,312,312,62,312,170,312,251,58,,,,,,,,,1613993130,4037,,,,,,,,0.00001,,0.00001,,0.00064,,0.999653358,3173017.957,,92153.88092,,,,,,,,,,,1.48374E-05,99999989900,99999989900,8285146809,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,94111830864,99999989900,99999989900,100,99996325394,99999967843,99999989900,99965325694,99999589291,99999989900,99239167475,99997879369,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997879369,99999409291,99999957843,99996325394,,,,,,,,,99998709291,99555325694,27000000000,99999989900,99999999998,2904297198,64,0.000740741,16,31515.734,,1986.608375,,67.5,,0.858240631,,,,
1/31/2013,25,58,266,320,53,188,320,26,62,320,320,320,320,320,62,320,170,320,256,58,,,,,,,,,1613993866,4288,,,,,,,,0.00001,,0.00001,,0.00056,,0.999652458,1073825.395,,31188.0504,,,,,,,,,,,1.6392E-05,99999989900,99999989900,8285160022,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,94111726051,99999989900,99999989900,100,99996235399,99999966743,99999989900,99965235699,99999547316,99999989900,99239077480,99997789374,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997789374,99999367316,99999956743,99996235399,,,,,,,,,99998667316,99605235699,27000000000,99999989900,99999999998,2904387193,56,0.000648148,14,93125,,6651.785714,,250,,0.858241562,,,,
2/1/2013,14,58,267,322,53,190,322,26,62,322,322,322,322,322,62,322,171,322,257,58,,,,,,,,,1614004015,4025,,,,,,,,0.00001,,0.00001,,0.00022,,0.999652258,4999749.508,,145213.379,,,,,,,,,,,1.61846E-05,99999989900,99999989900,8280177471,99999989900,99999989900,96123508382,99999989900,99999989900,99999989900,94111695083,99999989900,99999989900,100,99996215399,99999966143,99999989900,99965215699,99999552916,99999989900,99239057480,99997774974,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997774974,99999362916,99999956143,99996215399,,,,,,,,,99998652916,99605215699,27000000000,99999989900,99999999998,2904412793,22,0.00025463,3,20001,,6667,,10000,,0.858241762,,,,
2/2/2013,8,58,268,323,53,191,323,26,62,323,323,323,323,323,62,323,172,323,258,58,,,,,,,,,1614004205,4237,,,,,,,,0.00001,,0.00001,,0.00039,,0.999652258,9981812.128,,289913.9814,,,,,,,,,,,1.61209E-05,99999989900,99999989900,8280025643,99999989900,99999989900,96113497372,99999989900,99999989900,99999989900,94111638124,99999989900,99999989900,100,99996215399,99999966143,99999989900,99965215699,99999554636,99999989900,99239057480,99997765720,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997765720,99999364636,99999956143,99996215399,,,,,,,,,99998644636,99605215699,27000000000,99999989900,99999999998,2904422047,39,0.000451389,6,10018.22,,1669.703333,,2.11,,0.858241863,,,,
2/3/2013,4,58,271,326,53,194,326,26,62,326,326,326,326,326,62,326,174,326,261,58,,,,,,,,,1614004344,4379,,,,,,,,0.00001,,0.00001,,0.00006,,0.999651958,3333332.997,,96815.06823,,,,,,,,,,,1.61209E-05,99999989900,99999989900,100500679.5,99999989900,99999989900,96113477372,99999989900,99999989900,99999989900,8295428855,99999989900,99999989900,100,99996185399,99999966143,99999989900,99965185699,99999554636,99999989900,99239027480,99997735720,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997735720,99999354636,99999956143,99996185399,,,,,,,,,99998614636,99605185699,27000000000,99999989900,99999999998,2904452047,6,6.94444E-05,3,30000,,10000,,10000,,0.858242163,,,,
2/4/2013,13,58,275,329,53,197,329,26,61,329,329,329,329,329,61,329,176,329,265,58,,,,,,,,,1614004525,4493,,,,,,,,0.00001,,0.00001,,0.00009,,0.999651855,3300329.7,,95857.16327,,,,,,,,,,,1.6132E-05,99999989900,99999989900,8279558019,99999989900,99999989900,96113457072,99999989900,99999989900,99999989900,8285419162,99999989900,99999989900,100,99996175099,99999967054,99999989900,99965175399,99999554336,99999989900,99239017180,99997605424,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997605424,99999344336,99999957054,99996175099,,,,,,,,,99998584336,99605175399,27000000000,99999989900,99999999998,2904472047,9,0.000104167,4,30300,,7575,,10000,,0.858242466,,,,
2/5/2013,8,58,278,332,53,200,332,26,61,332,332,332,332,332,61,332,177,332,268,58,,,,,,,,,1614004664,4554,,,,,,,,0.00001,,0.00001,,0.00015,,0.999651755,3333332.997,,96816.7349,,,,,,,,,,,1.6132E-05,99999989900,99999989900,8279567019,99999989900,99999989900,94113446772,99999989900,99999989900,99999989900,8285408652,99999989900,99999989900,100,99996165099,99999967054,99999989900,99965165399,99999554336,99999989900,99239007180,99997575424,99999989900,99999989900,99999989900,99999989900,99999989900,99999989900,99997575424,99999324336,99999957054,99996165099,,,,,,,,,99998554336,99655165399,27000000000,99999989900,99999999998,2904502047,15,0.000173611,3,30000,,10000,,10000,,0.858242766,,,,
